product_id,product_name,combined_text_normalized,stratum,product_type_guess,shortlist_count,rule_status_at_select,status,classified,needs_human_review,final_category_id,final_source,confidence,run_id,deepest_stage,reached_p1,reached_2a,reached_2b,reached_judge,final_explanation
24543,БАЛЬЗАМ АЛТАЙСКИЙ БЕЗАЛКОГОЛЬНЫЙ СУСТАВНЫЙ 200МЛ,БАЛЬЗАМ АЛТАЙСКИЙ БЕЗАЛКОГОЛЬНЫЙ СУСТАВНЫЙ 200МЛ | АЛТАЙ-СЕЛИГОР ООО | АЛТАЙ-СЕЛИГОР ООО,dirty_text,other,4,needs_llm,needs_human_review,False,True,,system,,502,judge,True,True,True,True,
25145,АСПЕРА КОМПЛЕКС ЭФИРНЫХ МАСЕЛ АФРОДИЗИАК ФЛ. 10МЛ,АСПЕРА КОМПЛЕКС ЭФИРНЫХ МАСЕЛ АФРОДИЗИАК ФЛ. 10МЛ | Аспера пк ООО | Аспера пк ООО,dirty_text,other,5,needs_llm,classified,True,False,370,fallback_2b,0.85,496,fallback_2b,True,True,True,False,"Товар представляет собой комплекс эфирных масел с афродизиаком, что напрямую соответствует назначению категории для лечения урологических заболеваний и сексуальной дисфункции. Несмотря на натуральную основу, функциональное применение продукта полностью совпадает с критериями данн"
25487,АРНЕБИЯ 24 КОМПЛЕКС ТАБЛ. №30,АРНЕБИЯ 24 КОМПЛЕКС ТАБЛ. №30 | NUTRILO GmbH | NUTRILO GmbH,dirty_text,other,5,needs_llm,classified,True,False,370,fallback_2b,0.85,503,fallback_2b,True,True,True,False,"Товар АРНЕБИЯ является БАДом на основе арнебии, которая традиционно применяется в урологии и гинекологии для профилактики заболеваний мочеполовой системы. Категория LS_URO_MNN_A16_04 наиболее точно отражает сферу применения продукта, несмотря на его статус не лекарственного средс"
25927,"АМОКСИКЛАВ ПОР. Д/СУСП. Д/ПРИЕМА ВНУТРЬ 600МГ+42,9/5МЛ ФЛ. 100МЛ (17,30-17,99Г/33,10-34,42Г) №1+ПИПЕТКА ГРАДУИР.","АМОКСИКЛАВ ПОР. Д/СУСП. Д/ПРИЕМА ВНУТРЬ 600МГ+42,9/5МЛ ФЛ. 100МЛ (17,30-17,99Г/33,10-34,42Г) №1+ПИПЕТКА ГРАДУИР. | ЛЕК Д.Д. | ЛЕК Д.Д.",dirty_text,other,5,needs_llm,needs_human_review,False,True,,system,,492,judge,True,True,True,True,
26064,АМИНОВЕН ИНФАНТ Р-Р Д/ИНФ. 10% ФЛ. 100МЛ №10,АМИНОВЕН ИНФАНТ Р-Р Д/ИНФ. 10% ФЛ. 100МЛ №10 | ФРЕЗЕНИУС КАБИ АВСТРИЯ ГМБХ | ФРЕЗЕНИУС КАБИ АВСТРИЯ ГМБХ,dirty_text,other,5,needs_llm,needs_human_review,False,True,,system,,507,fallback_2a,True,True,False,False,
26339,АЛТАЙ БИО ПАСТА ЗУБНАЯ КОМПЛЕКСНЫЙ УХОД МУМИЕ-ЗВЕРОБОЙ 75МЛ,АЛТАЙ БИО ПАСТА ЗУБНАЯ КОМПЛЕКСНЫЙ УХОД МУМИЕ-ЗВЕРОБОЙ 75МЛ | ДВЕ ЛИНИИ ПКФ | ДВЕ ЛИНИИ ПКФ,dirty_text,other,5,needs_llm,classified,True,False,599,fallback_2b,0.85,509,fallback_2b,True,True,True,False,"Товар является зубной пастой, что относится к стоматологическим средствам, и попадает в указанную ветку категории LS_DENT. Хотя название категории включает анестезию, это наиболее релевантный вариант из предложенного списка для всех стоматологических продуктов."
26611,АКУЛИЙ ЖИР АКУЛЬЯ СИЛА КРЕМ ДЛЯ ТЕЛА ГОРЧИЦА С МЕДОМ 75МЛ,АКУЛИЙ ЖИР АКУЛЬЯ СИЛА КРЕМ ДЛЯ ТЕЛА ГОРЧИЦА С МЕДОМ 75МЛ | ТВИНС ТЭК АО | ТВИНС ТЭК АО,dirty_text,other,5,needs_llm,classified,True,False,1256,llm,0.95,506,primary_llm,True,False,False,False,"Товар представляет собой крем для тела с акульим жиром и горчицей, что напрямую соответствует категории косметических средств для ухода за кожей тела. Несмотря на наличие в названии компонента «жир», продукт классифицируется как косметика, а не лекарственное средство или пищевая "
26627,"АКУВЬЮ OASYS WITH HYDRACLEAR PLUS ДВУХНЕДЕЛЬНЫЕ КОНТАКТНЫЕ ЛИНЗЫ №6 /-6,50/","АКУВЬЮ OASYS WITH HYDRACLEAR PLUS ДВУХНЕДЕЛЬНЫЕ КОНТАКТНЫЕ ЛИНЗЫ №6 /-6,50/ | JOHNSON &JOHNSON VISION CARE, INC | JOHNSON &JOHNSON VISION CARE, INC",dirty_text,other,5,needs_llm,needs_human_review,False,True,,system,,502,fallback_2a,True,True,False,False,
26912,АЙЧЕК (ICHECK) ГЛЮКОМЕТР С ПРИНАДЛЕЖНОСТЯМИ (СТАРТОВЫЙ НАБОР 1),АЙЧЕК (ICHECK) ГЛЮКОМЕТР С ПРИНАДЛЕЖНОСТЯМИ (СТАРТОВЫЙ НАБОР 1) | ДИАМЕДИКАЛ ЛТД | ДИАМЕДИКАЛ ЛТД,dirty_text,other,5,needs_llm,needs_human_review,False,True,,system,,499,judge,True,True,True,True,
27684,LE SANTI SOS-СПРЕЙ УСПОКАИВАЮЩИЙ ДЛЯ ЛИЦА И ТЕЛА 100МЛ,LE SANTI SOS-СПРЕЙ УСПОКАИВАЮЩИЙ ДЛЯ ЛИЦА И ТЕЛА 100МЛ | Вертекс АО | Вертекс АО,dirty_text,other,5,needs_llm,classified,True,False,1254,llm,0.85,510,primary_llm,True,False,False,False,"Товар является успокаивающим спреем для лица и тела, что напрямую соответствует категории увлажняющих средств для чувствительной кожи. Несмотря на наличие антисептиков в шортлисте, функциональное назначение продукта (успокоение) лучше подходит под косметическую категорию."
27813,GLS МЕЛИССОН КАПС. 400МГ №60,GLS МЕЛИССОН КАПС. 400МГ №60 | ГЛОБАЛ ХЭЛФКЕАР ООО | ГЛОБАЛ ХЭЛФКЕАР ООО,dirty_text,other,5,needs_llm,needs_human_review,False,True,,system,,505,fallback_2b,True,True,True,False,
28252,"BAUSCH+ LOMB BIOTRUE ONEDAY МЯГКИЕ КОНТАКТНЫЕ ОДНОДНЕВНЫЕ ЛИНЗЫ №30 /-2,75/","BAUSCH+ LOMB BIOTRUE ONEDAY МЯГКИЕ КОНТАКТНЫЕ ОДНОДНЕВНЫЕ ЛИНЗЫ №30 /-2,75/ | BAUSCH AND LOMB INCORPORATED | BAUSCH AND LOMB INCORPORATED",dirty_text,other,5,needs_llm,needs_human_review,False,True,,system,,500,judge,True,True,True,True,
1199,ЭВО КРЕМ ДЛЯ НОГ С МОЧЕВИНОЙ 100МЛ,ЭВО КРЕМ ДЛЯ НОГ С МОЧЕВИНОЙ 100МЛ | АВАНТА ОАО | АВАНТА ОАО,short_shortlist,other,2,needs_llm,classified,True,False,1225,fallback_2b,0.85,493,fallback_2b,True,True,True,False,"Крем с мочевиной для ног относится к средствам ухода за кожей стоп и профилактики трещин, что соответствует категории медицинских изделий для обработки кожи. Несмотря на косметическое назначение, в рамках заданного shortlist эта категория является наиболее подходящей."
1563,ЧИККО СОСКА NATURAL FEELING СИЛИКОНОВАЯ С ФЛЕКСОРАМИ БЫСТРЫЙ ПОТОК 6МЕС+ №2 310204080,ЧИККО СОСКА NATURAL FEELING СИЛИКОНОВАЯ С ФЛЕКСОРАМИ БЫСТРЫЙ ПОТОК 6МЕС+ №2 310204080 | Chicco | Chicco,short_shortlist,other,3,needs_llm,needs_human_review,False,True,,system,,494,fallback_2a,True,True,False,False,
1569,ЧИККО ПУСТЫШКА PHYSIO SOFT ЛАТЕКСНАЯ 6-12/16МЕС №1 310410138,ЧИККО ПУСТЫШКА PHYSIO SOFT ЛАТЕКСНАЯ 6-12/16МЕС №1 310410138 | Chicco | Chicco,short_shortlist,other,3,needs_llm,needs_human_review,False,True,,system,,510,fallback_2a,True,True,False,False,
1570,ЧИККО ПУСТЫШКА PHYSIO SOFT ЛАТЕКСНАЯ 0-6МЕС №1 310410136,ЧИККО ПУСТЫШКА PHYSIO SOFT ЛАТЕКСНАЯ 0-6МЕС №1 310410136 | Chicco | Chicco,short_shortlist,other,3,needs_llm,needs_human_review,False,True,,system,,510,fallback_2a,True,True,False,False,
1582,ЧИККО НАБОР РАСЧЕСКА И ЩЕТКА С НАТУР. ЩЕТИНКАМИ РОЗОВЫЙ 0+МЕС 320611037,ЧИККО НАБОР РАСЧЕСКА И ЩЕТКА С НАТУР. ЩЕТИНКАМИ РОЗОВЫЙ 0+МЕС 320611037 | Chicco | Chicco,short_shortlist,other,3,needs_llm,needs_human_review,False,True,,system,,498,fallback_2a,True,True,False,False,
1583,ЧИККО МОЛОКООТСОС NATURAL FEELING РУЧНОЙ С БУТЫЛОЧКОЙ 340624005,ЧИККО МОЛОКООТСОС NATURAL FEELING РУЧНОЙ С БУТЫЛОЧКОЙ 340624005 | Chicco | Chicco,short_shortlist,other,1,needs_llm,needs_human_review,False,True,,system,,491,fallback_2a,True,True,False,False,
2611,ФУРОСЕМИД ТАБЛ. 40МГ №50 ОЗОН,ФУРОСЕМИД ТАБЛ. 40МГ №50 ОЗОН | ОЗОН ООО/ОЗОН ФАРМ ООО | ОЗОН ООО/ОЗОН ФАРМ ООО,short_shortlist,other,1,needs_llm,classified,True,False,221,fallback_2b,0.98,500,fallback_2b,True,True,True,False,"Препарат фуросемид является петлевым диуретиком, применяемым для лечения гипертонии и отёков, что полностью соответствует категории LS_CARDIO_MNN_D07_03. Механизм действия и показания к применению точно совпадают с описанием ветки."
5280,"ТАКРОПИК МАЗЬ Д/НАРУЖ. ПРИМ. 0,1% ТУБА 15Г","ТАКРОПИК МАЗЬ Д/НАРУЖ. ПРИМ. 0,1% ТУБА 15Г | АКРИХИН ХФК АО | АКРИХИН ХФК АО",short_shortlist,other,1,needs_llm,classified,True,False,1225,fallback_2b,0.85,494,fallback_2b,True,True,True,False,"Товар представляет собой мазь для наружного применения, что формально соответствует категории средств для обработки и заживления ран. Несмотря на то, что активное вещество является иммуносупрессором, в предоставленном шортлисте отсутствует более подходящая категория для специфиче"
7330,САЛФЕТКИ МАРЛЕВЫЕ СТЕРИЛЬНЫЕ ДВУХСЛОЙНЫЕ 16СМХ14СМ №10 ВОЛЖСКАЯ МАНУФАКТУРА,САЛФЕТКИ МАРЛЕВЫЕ СТЕРИЛЬНЫЕ ДВУХСЛОЙНЫЕ 16СМХ14СМ №10 ВОЛЖСКАЯ МАНУФАКТУРА | ВОЛЖСКАЯ МАНУФАКТУРА ПК ЗАО | ВОЛЖСКАЯ МАНУФАКТУРА ПК ЗАО,short_shortlist,other,3,needs_llm,classified,True,False,1222,fallback_2b,0.85,507,fallback_2b,True,True,True,False,"Товар представляет собой стерильные марлевые салфетки медицинского назначения, что напрямую связано с разделом медицинских изделий и антисептиков для кожи и слизистых. Несмотря на то, что продукт не является жидким антисептиком, он используется в рамках той же клинической практик"
7424,САЛФЕТКА СПИРТОВАЯ АНТИСЕПТИЧЕСКАЯ 60Х100ММ №20 АСЕПТИКА,САЛФЕТКА СПИРТОВАЯ АНТИСЕПТИЧЕСКАЯ 60Х100ММ №20 АСЕПТИКА | АСЕПТИКА М.К. ООО | АСЕПТИКА М.К. ООО,short_shortlist,other,2,needs_llm,classified,True,False,1215,fallback_2b,0.95,509,fallback_2b,True,True,True,False,"Товар представляет собой спиртовые антисептические салфетки, предназначенные для обработки кожи, что полностью соответствует категории «Антисептики для кожи и слизистых». Все варианты в шорт-листе относятся к одной семантической группе, поэтому выбран первый доступный идентификат"
8398,РЕВМАФЛЕКС КРЕМ 100Г,РЕВМАФЛЕКС КРЕМ 100Г | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО,short_shortlist,other,1,needs_llm,classified,True,False,1225,fallback_2b,0.85,502,fallback_2b,True,True,True,False,"Продукт «Ревмафлекс» является наружным средством для лечения заболеваний опорно-двигательного аппарата, что соответствует назначению категории медицинских изделий для внешнего применения в рамках данной ветки. Несмотря на то, что крем не предназначен для заживления ран, это наибо"
9264,ПОМА КОНТЕЙНЕР ДЛЯ СОСОК-ПУСТЫШЕК АРТ.5317,ПОМА КОНТЕЙНЕР ДЛЯ СОСОК-ПУСТЫШЕК АРТ.5317 | ТАЙЧЖОУ ХЭППИ ЭНД МЭРРИ БИЗНЕС ЛТД | ТАЙЧЖОУ ХЭППИ ЭНД МЭРРИ БИЗНЕС ЛТД,short_shortlist,other,1,needs_llm,needs_human_review,False,True,,system,,506,fallback_2a,True,True,False,False,
9923,"ПАУЭРКОРТ КРЕМ Д/НАРУЖ. ПРИМ. 0,05% ТУБА 15Г","ПАУЭРКОРТ КРЕМ Д/НАРУЖ. ПРИМ. 0,05% ТУБА 15Г | ГЛЕНМАРК ФАРМАСЬЮТИКАЛС ЛТД | ГЛЕНМАРК ФАРМАСЬЮТИКАЛС ЛТД",short_shortlist,other,1,needs_llm,classified,True,False,1225,fallback_2b,0.95,492,fallback_2b,True,True,True,False,"Продукт представляет собой крем для наружного применения, что напрямую соответствует категории средств для обработки и заживления ран согласно заданному списку. Несмотря на наличие активного лекарственного вещества, форма выпуска и способ нанесения полностью совпадают с критериям"
10103,ПАНТОДЕРМ КРЕМ Д/НАРУЖ. ПРИМ. 5% ТУБА 30Г,ПАНТОДЕРМ КРЕМ Д/НАРУЖ. ПРИМ. 5% ТУБА 30Г | АКРИХИН ХФК АО | АКРИХИН ХФК АО,short_shortlist,other,1,needs_llm,classified,True,False,1225,llm,0.95,497,primary_llm,True,False,False,False,"Товар представляет собой крем для наружного применения с концентрацией 5%, что соответствует категории средств для обработки и заживления ран. Эвристика и правила классификации подтверждают этот выбор."
13988,МАРЛЯ НЬЮ ЛАЙФ МЕДИЦИНСКАЯ НЕСТЕРИЛЬНАЯ 90СМХ5М,МАРЛЯ НЬЮ ЛАЙФ МЕДИЦИНСКАЯ НЕСТЕРИЛЬНАЯ 90СМХ5М | НАВТЕКС ХБК ООО | НАВТЕКС ХБК ООО,short_shortlist,other,2,needs_llm,needs_human_review,False,True,,system,,507,judge,True,True,True,True,
13999,МАРЛЯ МЕДИЦИНСКАЯ НЕСТЕРИЛЬНАЯ 90СМХ3М АМЕЛИЯ,МАРЛЯ МЕДИЦИНСКАЯ НЕСТЕРИЛЬНАЯ 90СМХ3М АМЕЛИЯ | ГИГРОВАТА | ГИГРОВАТА,short_shortlist,other,2,needs_llm,needs_human_review,False,True,,system,,507,judge,True,True,True,True,
14000,МАРЛЯ МЕДИЦИНСКАЯ НЕСТЕРИЛЬНАЯ 90СМХ10М ХЕЛП,МАРЛЯ МЕДИЦИНСКАЯ НЕСТЕРИЛЬНАЯ 90СМХ10М ХЕЛП | ЭВТЕКС ООО | ЭВТЕКС ООО,short_shortlist,other,2,needs_llm,needs_human_review,False,True,,system,,508,judge,True,True,True,True,
14662,ЛОРА ТАБЛ. №30,ЛОРА ТАБЛ. №30 | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО,short_shortlist,other,2,needs_llm,needs_human_review,False,True,,system,,492,fallback_2a,True,True,False,False,
15546,ЛЕКОФЕН КОМБО ТАБЛ. П/ПЛЕН/ОБ. 200МГ+500МГ №10,ЛЕКОФЕН КОМБО ТАБЛ. П/ПЛЕН/ОБ. 200МГ+500МГ №10 | РОНТИС ХЕЛЛАС МЕДИКАЛ ЭНД ФАРМАСЬЮТИКАЛ ПРОДАКТС С.А. | РОНТИС ХЕЛЛАС МЕДИКАЛ ЭНД ФАРМАСЬЮТИКАЛ ПРОДАКТС С.А.,short_shortlist,other,1,needs_llm,needs_human_review,False,True,,system,,505,fallback_2a,True,True,False,False,
16788,КОНТЕКС ПРЕЗЕРВАТИВЫ LONG LOVE №3,КОНТЕКС ПРЕЗЕРВАТИВЫ LONG LOVE №3 | РЕКИТТ БЕНКИЗЕР | РЕКИТТ БЕНКИЗЕР,short_shortlist,other,2,needs_llm,classified,True,False,1277,llm,0.95,494,primary_llm,True,False,False,False,"Товар явно относится к категории презервативов, что полностью соответствует описанию категории с id=1277. Высокий балл эвристики и точное совпадение названия товара подтверждают этот выбор."
16828,КОНТЕЙНЕР СТЕРИЛЬНЫЙ ДЛЯ СБОРА БИОМАТЕРИАЛА С КРЫШКОЙ 125МЛ ЛИТОПЛАСТ-МЕД,КОНТЕЙНЕР СТЕРИЛЬНЫЙ ДЛЯ СБОРА БИОМАТЕРИАЛА С КРЫШКОЙ 125МЛ ЛИТОПЛАСТ-МЕД | ЛИТОПЛАСТ-МЕД ПУП | ЛИТОПЛАСТ-МЕД ПУП,short_shortlist,other,2,needs_llm,needs_human_review,False,True,,system,,506,fallback_2a,True,True,False,False,
17874,"КАРДИОМАГНИЛ ТАБЛ. П/ПЛЕН/ОБ. 75МГ+15,2МГ №100","КАРДИОМАГНИЛ ТАБЛ. П/ПЛЕН/ОБ. 75МГ+15,2МГ №100 | ТАКЕДА ФАРМАСЬЮТИКАЛС ООО | ТАКЕДА ФАРМАСЬЮТИКАЛС ООО",short_shortlist,other,3,needs_llm,classified,True,False,996,fallback_2b,0.65,500,fallback_2b,True,True,True,False,"Препарат Кардиомагнил является синтетическим антиагрегантом, поэтому ни одна из предложенных веток не подходит идеально по составу. Однако категория 'Растительные кардио‑ и гипотензивные средства' выбрана как наиболее релевантная по терапевтическому назначению (кардиология), несм"
18055,КАНПОЛ BABIES ПУСТЫШКА ЛАТЕКСНАЯ ANIMALS 0-6МЕС №1 РОЗОВАЯ,КАНПОЛ BABIES ПУСТЫШКА ЛАТЕКСНАЯ ANIMALS 0-6МЕС №1 РОЗОВАЯ | КАНПОЛ СП. З О.О. СКА | КАНПОЛ СП. З О.О. СКА,short_shortlist,other,3,needs_llm,needs_human_review,False,True,,system,,496,fallback_2a,True,True,False,False,
18432,ИХТИОЛ МАЗЬ Д/НАРУЖ. ПРИМ. 10% ТУБА 30Г МОСКОВСКАЯ ФФ,ИХТИОЛ МАЗЬ Д/НАРУЖ. ПРИМ. 10% ТУБА 30Г МОСКОВСКАЯ ФФ | МОСКОВСКАЯ ФФ | МОСКОВСКАЯ ФФ,short_shortlist,other,2,needs_llm,needs_human_review,False,True,,system,,500,fallback_2a,True,True,False,False,
18617,ИНОФЕРТ ПОР. САШЕ 1Г №30,ИНОФЕРТ ПОР. САШЕ 1Г №30 | ХУМАНА ФАРМА ИНТЕРНЕШНЛ С.П.А. | ХУМАНА ФАРМА ИНТЕРНЕШНЛ С.П.А.,short_shortlist,other,2,needs_llm,needs_human_review,False,True,,system,,502,judge,True,True,True,True,
19607,ДРОЖЖИ ПИВНЫЕ КРАСОТА ДЛЯ ВАС ТАБЛ. №200 СВОБОДНЫЙ 20,ДРОЖЖИ ПИВНЫЕ КРАСОТА ДЛЯ ВАС ТАБЛ. №200 СВОБОДНЫЙ 20 | СВОБОДНЫЙ-20 ЗАО | СВОБОДНЫЙ-20 ЗАО,short_shortlist,other,1,needs_llm,needs_human_review,False,True,,system,,504,judge,True,True,True,True,
20774,ГРУДНОЙ СБОР №3 50Г ЗДОРОВЬЕ,ГРУДНОЙ СБОР №3 50Г ЗДОРОВЬЕ | ЗДОРОВЬЕ ФИРМА ООО | ЗДОРОВЬЕ ФИРМА ООО,short_shortlist,other,1,needs_llm,needs_human_review,False,True,,system,,508,fallback_2a,True,True,False,False,
20885,ГОРНЫЙ ЧИСТОТЕЛ КРЕМ ДЛЯ НОГ 100МЛ,ГОРНЫЙ ЧИСТОТЕЛ КРЕМ ДЛЯ НОГ 100МЛ | ЭЛЬФАРМА.РУ ООО | ЭЛЬФАРМА.РУ ООО,short_shortlist,other,2,needs_llm,classified,True,False,1225,fallback_2b,0.95,492,fallback_2b,True,True,True,False,"Товар представляет собой крем для ног на основе чистотела, предназначенный для ухода за кожей и решения дерматологических проблем стоп, что полностью соответствует категории средств для обработки и заживления ран. Высокий балл (score=9) и внешнее применение подтверждают выбор это"
21419,ГЕМАТОГЕН ФОРТЕ ДЕТСКИЙ 40Г МЯСНОЙ КРАЙ,ГЕМАТОГЕН ФОРТЕ ДЕТСКИЙ 40Г МЯСНОЙ КРАЙ | МЯСНОЙ КРАЙ ООО | МЯСНОЙ КРАЙ ООО,short_shortlist,other,3,needs_llm,needs_human_review,False,True,,system,,509,fallback_2a,True,True,False,False,
21555,ГАСТРОФЛАТ С СИМЕТИКОНОМ КАПС. №30,ГАСТРОФЛАТ С СИМЕТИКОНОМ КАПС. №30 | ФАРМВИЛАР НПО ООО | ФАРМВИЛАР НПО ООО,short_shortlist,other,3,needs_llm,classified,True,False,158,llm,0.95,498,primary_llm,True,False,False,False,"Товар содержит симетикон и предназначен для приема внутрь, что полностью соответствует критериям категории LS_GIT_CAT_C22 (Метеоризм и вздутие). Несмотря на наличие комбинированного состава, основной терапевтический эффект связан с устранением метеоризма."
23699,БИОПОКРОВ КРЕМ СМЯГЧАЮЩИЙ 75МЛ,БИОПОКРОВ КРЕМ СМЯГЧАЮЩИЙ 75МЛ | НАЦИОНАЛЬНАЯ ИССЛЕДОВАТЕЛЬСКАЯ КОМПАНИЯ ООО | НАЦИОНАЛЬНАЯ ИССЛЕДОВАТЕЛЬСКАЯ КОМПАНИЯ ООО,short_shortlist,other,2,needs_llm,classified,True,False,1225,llm,0.85,491,primary_llm,True,False,False,False,"Товар «Биопокров» является заживляющим кремом для обработки ран и ожогов, что напрямую соответствует категории средств для обработки и заживления ран. Эвристический анализ и название продукта подтверждают эту классификацию."
23754,БИОДЕРМА ФОТОДЕРМ MAX КРЕМ SPF50+ 40МЛ,БИОДЕРМА ФОТОДЕРМ MAX КРЕМ SPF50+ 40МЛ | NAOS (БИОДЕРМА ЛАБОРАТОРИЯ) | NAOS (БИОДЕРМА ЛАБОРАТОРИЯ),short_shortlist,other,3,needs_llm,classified,True,False,1260,llm,0.85,493,primary_llm,True,False,False,False,"Товар является солнцезащитным кремом для взрослых (Biotherm Photoderm Max), что соответствует категории SPF-кремов. Категория для детей не подходит, так как в названии отсутствует указание на возрастное ограничение или детское назначение."
26703,АКТИФРУТ БАТОНЧИК ЗЛАКОВЫЙ ЗЛАКИ НА ЗАВТРАК КАРАМЕЛЬ 24Г,АКТИФРУТ БАТОНЧИК ЗЛАКОВЫЙ ЗЛАКИ НА ЗАВТРАК КАРАМЕЛЬ 24Г | ТЕКМАР СЛОВЕНСКО С.Р.О. | ТЕКМАР СЛОВЕНСКО С.Р.О.,short_shortlist,other,1,needs_llm,needs_human_review,False,True,,system,,496,fallback_2a,True,True,False,False,
27014,АЗИТРОМИЦИН КАПС. 500МГ №3 ОЗОН,АЗИТРОМИЦИН КАПС. 500МГ №3 ОЗОН | ОЗОН ООО | ОЗОН ООО,short_shortlist,other,2,needs_llm,needs_human_review,False,True,,system,,501,fallback_2a,True,True,False,False,
27021,АЗИТРОМИЦИН ВЕЛФАРМ ТАБЛ. П/ПЛЕН/ОБ. 500МГ №3,АЗИТРОМИЦИН ВЕЛФАРМ ТАБЛ. П/ПЛЕН/ОБ. 500МГ №3 | ВЕЛФАРМ ООО | ВЕЛФАРМ ООО,short_shortlist,other,2,needs_llm,needs_human_review,False,True,,system,,500,fallback_2a,True,True,False,False,
27106,А-ДЕРМА XERA-MEGA CONFORT КРЕМ ПИТАТЕЛЬНЫЙ ФЛ. 400МЛ (C52265),А-ДЕРМА XERA-MEGA CONFORT КРЕМ ПИТАТЕЛЬНЫЙ ФЛ. 400МЛ (C52265) | PIERRE FABRE DERMOCOSMETIQUE | PIERRE FABRE DERMOCOSMETIQUE,short_shortlist,other,1,needs_llm,classified,True,False,1225,fallback_2b,0.85,508,fallback_2b,True,True,True,False,"Товар является питательным кремом для сухой и атопичной кожи, что соответствует назначению средств для обработки и заживления кожных покровов в рамках медицинской классификации. Несмотря на косметическое название, продукт используется для лечения дерматологических состояний, вход"
4033,УНДЕВИТ-ФАРМСТАНДАРТ ДРАЖЕ №50 БАД,УНДЕВИТ-ФАРМСТАНДАРТ ДРАЖЕ №50 БАД | ФАРМСТАНДАРТ-УФАВИТА ОАО | ФАРМСТАНДАРТ-УФАВИТА ОАО,type_bad,supplement,5,needs_llm,classified,True,False,922,llm,0.75,491,primary_llm,True,False,False,False,"Товар «Ундевит» является комплексным поливитаминным препаратом, а не моно-витамином. Категория «Витамин C» (id=922) выбрана как наиболее релевантная из предложенного списка, так как Ундевит содержит витамин C и другие компоненты, но точной категории для поливитаминов в shortlist "
4561,ТОРБАД ЭКСТРАКТ БАРБАРИСА+ХРОМ КАПС. МАССОЙ 500МГ №60,ТОРБАД ЭКСТРАКТ БАРБАРИСА+ХРОМ КАПС. МАССОЙ 500МГ №60 | ЭКОЛ ООО | ЭКОЛ ООО,type_bad,supplement,5,needs_llm,needs_human_review,False,True,,system,,494,judge,True,True,True,True,
4563,ТОРБАД СИЛИМАРИНОВЫЙ КОМПЛЕКС КАПС. МАССОЙ 500МГ №60,ТОРБАД СИЛИМАРИНОВЫЙ КОМПЛЕКС КАПС. МАССОЙ 500МГ №60 | ЭКОЛ ООО | ЭКОЛ ООО,type_bad,supplement,5,needs_llm,needs_human_review,False,True,,system,,501,judge,True,True,True,True,
7561,РЫБИЙ ЖИР НАТУРАЛЬНЫЙ ФЛ. 50МЛ (БАД) ТВЕРСКАЯ ФФ,РЫБИЙ ЖИР НАТУРАЛЬНЫЙ ФЛ. 50МЛ (БАД) ТВЕРСКАЯ ФФ | ТВЕРСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА | ТВЕРСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА,type_bad,supplement,5,needs_llm,classified,True,False,914,fallback_2b,0.85,497,fallback_2b,True,True,True,False,"Рыбий жир является естественным источником витамина D3, что делает категорию «Витамин D3» наиболее релевантной для данного продукта в рамках выбранной ветки классификации."
8948,"ПРИВИДЕНИЕ КОНФЕТЫ СО ВКУСОМ ЛИМОНА ОСВЕЖАЮЩИЕ ТАБ. 1,67Г №18 (БАД)","ПРИВИДЕНИЕ КОНФЕТЫ СО ВКУСОМ ЛИМОНА ОСВЕЖАЮЩИЕ ТАБ. 1,67Г №18 (БАД) | Мак-Иваново ООО | Мак-Иваново ООО",type_bad,supplement,5,needs_llm,classified,True,False,921,fallback_2b,0.95,505,fallback_2b,True,True,True,False,"Товар представляет собой БАД со вкусом лимона, что напрямую указывает на его принадлежность к категории витамина C (аскорбиновая кислота). Из предложенного списка категория 'Витамин C (аскорбиновая кислота)' является наиболее точным и общим соответствием для данного продукта."
10983,ОВЕСТИН КРЕМ ВАГ. 1МГ/Г ТУБА С АППЛИК. 15Г,ОВЕСТИН КРЕМ ВАГ. 1МГ/Г ТУБА С АППЛИК. 15Г | АСПЕН БАД ОЛДЕСЛО ГМБХ | АСПЕН БАД ОЛДЕСЛО ГМБХ,type_bad,supplement,5,needs_llm,needs_human_review,False,True,,system,,501,judge,True,True,True,True,
11763,НЕОТЛОЖКА БИО-БАЛЬЗАМ БАДЯГА ОТ СИНЯКОВ И УШИБОВ 100МЛ,НЕОТЛОЖКА БИО-БАЛЬЗАМ БАДЯГА ОТ СИНЯКОВ И УШИБОВ 100МЛ | Твинс Тэк АО | Твинс Тэк АО,type_bad,supplement,5,needs_llm,needs_human_review,False,True,,system,,501,judge,True,True,True,True,
12127,НАТУРА МЕДИКА ГЕЛЬ-БАЛЬЗАМ БАДЯГА ФОРТЕ И КОНСКИЙ КАШТАН ТУБА 85МЛ,НАТУРА МЕДИКА ГЕЛЬ-БАЛЬЗАМ БАДЯГА ФОРТЕ И КОНСКИЙ КАШТАН ТУБА 85МЛ | Твинс Тэк АО | Твинс Тэк АО,type_bad,supplement,5,needs_llm,needs_human_review,False,True,,system,,499,judge,True,True,True,True,
