normalized_text,attr_mnn,attr_rx_otc,mnn_uteka,rx_uteka,mnn_asna,rx_asna,mnn_apteka,rx_apteka,mnn_vidal,rx_vidal,mnn_stolichki,rx_stolichki,win_mnn,win_rx_otc,product_id,run_id,product_kind,attr_brand,attr_dosage_form,attr_dosage,attr_administration_route,semantic_explanation,qwen_search_status,qwen_search_mnn,tool_mnn,tool_status,search_used,search_queries,search_call_count,tool_rounds,latency_ms,prompt_tokens,completion_tokens,total_tokens,tool_error,tool_model,tool_provider,tool_prompt_version,catalog_mnn_for_comparison,tool_vs_catalog_status,tool_vs_catalog_comment,tool_vs_polza_status,tool_vs_polza_comment
ТОРАКСОЛ СОЛЮШН ТАБЛЕТС ТАБЛ. ДИСПЕРГ. 60МГ №10 | ОЗОН ООО | ОЗОН ООО,,,Амброксол,otc,Амброксол,otc,Амброксол,,Амброксол,otc,,,Амброксол,otc,4611,341,drug,Тораксол,таблетки,60 мг,перорально,"Препарат представлен как диспергируемые таблетки 60 мг, упаковка №10. Действующее вещество в тексте не указано, поэтому МНН и нозология не определяются.",found,Амброксол,,not_found,1,"[""Тораксол Солюшн Таблетс МНН действующее вещество""]",1,1,3800,697,78,775,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Амброксол,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
"ТОЛПЕРИЗОН+ЛИДОКАИН-БИНЕРГИЯ Р-Р ДЛЯ В/М ВВЕД. 100МГ/МЛ+2,5МГ/МЛ АМП. 1МЛ №10 | КУРСКАЯ БИОФАБРИКА - ФИРМА БИОК ФГУП | КУРСКАЯ БИОФАБРИКА - ФИРМА БИОК ФГУП",Толперизон + Лидокаин,rx,,,Гидрокортизон* + Лидокаин,rx,Ницерголин,rx,Доксазозин,rx,,,,rx,4693,341,drug,Бинергия,раствор,"100 мг/мл + 2,5 мг/мл",внутримышечно,"По названию определены комбинированный состав (толперизон + лидокаин), бренд «Бинергия», форма выпуска — раствор для внутримышечного введения, концентрация и упаковка по 10 ампул по 1 мл. Препарат является рецептурным лекарственным средством.",found,Толперизон+Лидокаин,Толперизон+Лидокаин,found,1,"[""ТОЛПЕРИЗОН+ЛИДОКАИН-БИНЕРГИЯ р-р для в/м введения 100мг/мл+2,5мг/мл МНН"", ""Толперизон+Лидокаин-Бинергия инструкция МНН Курская биофабрика""]",2,1,5645,1007,171,1178,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,,tool_only,MNN только у модели,exact_match,полное совпадение с Polza
ТИОЦЕТАМ Р-Р ДЛЯ В/В И В/М ВВЕД. 25МГ/МЛ+100МГ/МЛ АМП. 5МЛ №10 | ОЗОН ООО | ОЗОН ООО,,rx,,,,,,,Пирацетам,rx,,,Пирацетам,,4741,342,drug,Тиоцетам,раствор,25 мг/мл + 100 мг/мл,внутримышечно,"В тексте указано торговое наименование, концентрация, форма выпуска и путь введения, но действующие вещества явно не названы, поэтому МНН и нозология не заполнены. Препарат является комбинированным и рецептурным.",found,Морфолиния тиазотат+Пирацетам,Морфолиния метилтриазолилтиоацетат + Пирацетам,found,1,"[""Тиоцетам МНН действующее вещество раствор для внутривенного и внутримышечного введения""]",1,1,4180,735,100,835,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Пирацетам,conflict,"оба заполнены, но различаются",conflict,"оба заполнены, но различаются"
ТОКСИКОДЕНДРОН КВЕРЦИФОЛИУМ (РУС ТОКСИКОДЕНДРОН) С30 ГРАН. ГОМЕОП. 5Г | ДОКТОР Н ООО | ДОКТОР Н ООО,Токсикодендрон кверцифолиум,otc,,otc,,,,,,,,,,,4719,342,drug,,гранулы,С30,перорально,"Гомеопатический препарат с явно указанным действующим веществом, формой «гранулы гомеопатические» и разведением С30, упаковка 5 г. Показания и возраст в тексте не указаны, поэтому часть атрибутов определена по общим правилам.",not_found,,,not_found,1,"[""ТОКСИКОДЕНДРОН КВЕРЦИФОЛИУМ МНН гомеопатический препарат"", ""Toxicodendron quercifolium МНН international nonproprietary name""]",2,1,6069,843,130,973,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,,both_empty,оба пусты,polza_not_found_baseline,baseline Polza не found — пропуск
"ТИЗОПТАН КАПЛИ ГЛАЗН. 0,3МГ/МЛ+5МГ/МЛ ФЛ. 3МЛ №1 | СЕНТИСС ФАРМА ПВТ. ЛТД. | СЕНТИСС ФАРМА ПВТ. ЛТД.",,rx,Биматопрост + Тимолол,rx,Биматопрост* + Тимолол,rx,"Биматопрост, Тимолол",rx,Тимолол,rx,,,"Тимолол, Биматопрост",rx,4808,342,drug,Тизоптан,капли,"0,3 мг/мл + 5 мг/мл",офтальмологический,"Комбинированные глазные капли «Тизоптан»; в тексте указаны только торговое название, концентрации и объём, без МНН. Препарат относится к противоглаукомным средствам и отпускается по рецепту.",found,Биматопрост + Тимолол,Бримонидин + Тимолол,found,1,"[""ТИЗОПТАН капли глазные 0,3 мг/мл + 5 мг/мл МНН состав""]",1,1,4708,773,91,864,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,"Тимолол, Биматопрост",conflict,"оба заполнены, но различаются",conflict,"оба заполнены, но различаются"
ТЕРБИНАФИН КРЕМ Д/НАРУЖ. ПРИМ. 1% ТУБА 30Г ОКСФОРД ЛАБОРАТОРИЗ | ОКСФОРД ЛАБОРАТОРИЗ ПВТ. ЛТД | ОКСФОРД ЛАБОРАТОРИЗ ПВТ. ЛТД,Тербинафин,otc,Тербинафин,otc,,,Тербинафин,,,,,,Тербинафин,,4977,342,drug,,крем,1%,наружно,"Препарат содержит тербинафин в форме 1% крема для наружного применения, применяется при грибковых инфекциях кожи. Отпускается без рецепта.",found,тербинафин,тербинафин,found,1,"[""Тербинафин крем МНН действующее вещество""]",1,1,3000,774,70,844,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Тербинафин,normalized_match,совпали после нормализации,exact_match,полное совпадение с Polza
ТИМОГЕН Р-Р ДЛЯ В/М ВВЕД. 100МКГ/МЛ АМП. 1МЛ №5 | ЦИТОМЕД МБНПК | ЦИТОМЕД МБНПК,,rx,Альфа-глутамил-триптофан,rx,Альфа-глутамил-триптофан,rx,Альфа-глутамил-триптофан,rx,Альфа-глутамил-триптофан,rx,,,Альфа-глутамил-триптофан,rx,4782,342,drug,Тимоген,раствор,100 мкг/мл,внутримышечно,"Препарат Тимоген выпускается в виде раствора для внутримышечного введения в ампулах по 1 мл с концентрацией 100 мкг/мл. МНН в тексте явно не указан, поэтому оставлен пустым. Возрастных указаний нет, для типичного лекарственного средства выбран взрослый сегмент.",found,альфа-глутамил-триптофан,,not_found,1,"[""Тимоген МНН действующее вещество 100 мкг/мл ампулы""]",1,1,3176,728,77,805,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Альфа-глутамил-триптофан,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
"ТЕРАФЛЮ ОТ ГРИППА И ПРОСТУДЫ ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ ЛИМОН ПАК. 22,1Г №10 | ГКС КОНСЬЮМЕР ХЕЛС ИНК./ФАМАР ОРЛЕАН | ГКС КОНСЬЮМЕР ХЕЛС ИНК./ФАМАР ОРЛЕАН",,безрецептурный,Парацетамол + Фенирамин + Фенилэфрин,otc,Парацетамол+Фенилэфрин+Фенирамин+Аскорбиновая кислота,otc,"Парацетамол, Аскорбиновая кислота, Фенирамин, Фенилэфрин",,,otc,,,"Парацетамол, Фенилэфрин, Фенирамин, Аскорбиновая кислота",otc,4998,342,drug,Терафлю,порошок,,перорально,"Наименование и форма выпуска указывают на противопростудное средство для приема внутрь. Действующие вещества в тексте не приведены, поэтому МНН и дозировка активного компонента не заполнены. Препарат отпускается без рецепта.",found,Парацетамол+Фенилэфрин+Фенирамин+Аскорбиновая кислота,Парацетамол + Фенилэфрин + Фенирамин,found,1,"[""Терафлю от гриппа и простуды МНН действующее вещество состав""]",1,1,3472,828,89,917,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,"Парацетамол, Фенилэфрин, Фенирамин, Аскорбиновая кислота",conflict,"оба заполнены, но различаются",conflict,"оба заполнены, но различаются"
"ТЕВАГРАСТИМ Р-Р ДЛЯ В/В П/К ВВЕД. 60 МЛН.МЕ/МЛ ШПРИЦ 0,8МЛ №1+УСТР. БЕЗОП. ИГЛ | ТЕВА ФАРМАЦЕВТИЧЕСКИЕ ПРЕДПРИЯТИЯ ЛТД. | ТЕВА ФАРМАЦЕВТИЧЕСКИЕ ПРЕДПРИЯТИЯ ЛТД.",,рецептурный,,,Филграстим,rx,Филграстим,rx,Филграстим,rx,,,Филграстим,rx,5181,342,drug,Теваграстим,раствор,60 млн МЕ/мл,внутривенно,"Препарат Теваграстим — раствор для внутривенного и подкожного введения в шприце 0,8 мл с концентрацией 60 млн МЕ/мл и устройством безопасности иглы. МНН в тексте не указан, поэтому поле mnn оставлено пустым. Отпускается по рецепту.",found,Филграстим,,not_found,1,"[""ТЕВАГРАСТИМ МНН действующее вещество""]",1,1,2820,840,70,910,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Филграстим,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
ТЕМПОНОРМ ФЛЮ ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ 325МГ+10МГ+20МГ+50МГ ПАК. №5 | ФАРМВИЛАР НПО ООО | ФАРМВИЛАР НПО ООО,,безрецептурный,,,Парацетамол+Фенилэфрин+Фенирамин+Аскорбиновая кислота,otc,,,,otc,,,"Парацетамол, Фенилэфрин, Фенирамин, Аскорбиновая кислота",otc,5083,342,drug,Темпонорм Флю,порошок,325 мг + 10 мг + 20 мг + 50 мг,перорально,"Комбинированный порошок для приема внутрь применяется при симптомах простуды/ОРВИ; в тексте указаны только дозировки без названий действующих веществ, поэтому МНН не заполнен. Явных возрастных маркеров нет, но для типичного средства от простуды выбрано взрослое применение. Препарат относится к безрецептурным симптоматическим средствам.",found,парацетамол + фенилэфрин + фенирамин + аскорбиновая кислота,,not_found,1,"[""ТЕМПОНОРМ ФЛЮ пор. д/р-ра д/приема внутрь 325мг+10мг+20мг+50мг МНН состав""]",1,1,3348,816,99,915,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,"Парацетамол, Фенилэфрин, Фенирамин, Аскорбиновая кислота",catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
СТРЕГА ТАБС ТАБЛ. П/ПЛЕН/ОБ. 5МГ №7 | Синтон Испания С.Л. | Синтон Испания С.Л.,,rx,Левоцетиризин,otc,,,Левоцетиризин,,Левоцетиризин,otc,,,Левоцетиризин,otc,5672,343,drug,Стрега табс,таблетки,5 мг,перорально,"В тексте указаны торговая марка «Стрега табс», лекарственная форма «таблетки, покрытые пленочной оболочкой», дозировка 5 мг и упаковка №7. Действующее вещество явно не приведено, поэтому МНН не заполнен. Препарат относится к урологическим лекарственным средствам, принимается внутрь и предназначен для взрослых.",found,Левоцетиризин,,not_found,1,"[""СТРЕГА ТАБС таблетки 5 мг МНН действующее вещество""]",1,1,3340,702,77,779,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Левоцетиризин,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
СУПРИМА-БРОНХО СИРОП ФЛ. 100МЛ | ШРЕЯ ЛАЙФ САЕНСИЗ ПВТ.ЛТД | ШРЕЯ ЛАЙФ САЕНСИЗ ПВТ.ЛТД,,otc,,otc,,,"Дихлорбензиловый спирт, Амилметакрезол",,,otc,,,"Дихлорбензиловый спирт, Амилметакрезол",otc,5429,342,drug,Суприма-Бронхо,сироп,,перорально,"Препарат представлен как сироп от кашля, применяется внутрь. Явных действующих веществ в тексте нет, поэтому МНН не указано. Возраст явно не обозначен; по умолчанию для типичного лекарственного средства выбран сегмент взрослые.",not_found,,,not_found,1,"[""СУПРИМА-БРОНХО сироп МНН состав Шрея Лайф Саенсиз""]",1,1,2970,744,82,826,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,"Дихлорбензиловый спирт, Амилметакрезол",catalog_only,MNN только у каталогов,polza_not_found_baseline,baseline Polza не found — пропуск
СИНУСЭФРИН СПРЕЙ НАЗ. ФЛ. 15МЛ | ТУЛЬСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА ООО | ТУЛЬСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА ООО,,otc,Дексаметазон + Неомицин + Полимиксин B + Фенилэфрин,rx,Дексаметазон* + Неомицин* + Полимиксин B* + Фенилэфрин,rx,"Неомицин, Полимиксин В, Дексаметазон, Фенилэфрин",rx,,rx,,,"Дексаметазон, Неомицин, Фенилэфрин, Полимиксин B",rx,6569,344,drug,Синусэфрин,спрей,,назальный,"В тексте указаны торговое название, лекарственная форма и путь введения, но не указано действующее вещество, поэтому МНН не заполнен. Препарат относится к типичным безрецептурным назальным средствам от насморка.",found,Дексаметазон + Неомицин + Полимиксин B + Фенилэфрин,,not_found,1,"[""СИНУСЭФРИН спрей назальный 15мл Тульская фармацевтическая фабрика МНН действующее вещество""]",1,1,3288,800,96,896,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,"Дексаметазон, Неомицин, Фенилэфрин, Полимиксин B",catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
"СПАЗМОФАРМ Р-Р ДЛЯ В/М ВВЕД. 500МГ/МЛ+2МГ/МЛ+0,02МГ/МЛ АМП. 5МЛ №10 | ВетПром АД | ВетПром АД",,rx,,,Метамизол натрия + Питофенон + Фенпивериния бромид,rx,,,Метамизол натрия,rx,,,"Метамизол натрия, Питофенон, Фенпивериния бромид",rx,6000,343,drug,Спазмофарм,раствор,"500 мг/мл + 2 мг/мл + 0,02 мг/мл",внутримышечно,"Препарат — раствор для внутримышечного введения, содержащий три компонента в мг/мл, но их названия в тексте не указаны. Название и форма указывают на спазмолитическое средство, а производитель ВетПром позволяет предположить ветеринарное применение.",found,метамизол натрия + питофенон + фенпивериния бромид,,not_found,1,"[""СПАЗМОФАРМ раствор для внутримышечного введения 500мг/мл+2мг/мл+0,02мг/мл ампулы 5мл №10 ВетПром АД МНН""]",1,1,3984,820,114,934,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,"Метамизол натрия, Питофенон, Фенпивериния бромид",catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
СИНТОМИЦИН ЛИНИМЕНТ 10% ТУБА 25Г НИЖФАРМ | НИЖФАРМ ОА | НИЖФАРМ ОА,,otc,"D,L-хлорамфеникол",otc,"Хлорамфеникол [D,L]",rx,,,Хлорамфеникол,rx,,,"Хлорамфеникол [D,L]",rx,6583,344,drug,Синтомицин,,10%,наружно,"Торговое наименование «Синтомицин», лекарственная форма — линимент 10% в тубе 25 г. Средство применяется наружно, отпускается без рецепта. В названии нет однозначного МНН, поэтому mnn не указан.",found,Хлорамфеникол,Хлорамфеникол,found,1,"[""СИНТОМИЦИН ЛИНИМЕНТ 10% МНН действующее вещество""]",1,1,3434,710,82,792,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,"Хлорамфеникол [D,L]",conflict,"оба заполнены, но различаются",exact_match,полное совпадение с Polza
СИАЛОР (ПРОТАРГОЛ) 2% 10МЛ ТАБЛЕТКА+РАСТВОРИТЕЛЬ КАПЛИ | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,,otc,Серебра протеинат,otc,Серебра протеинат,otc,Серебра протеинат,,Серебра протеинат,otc,,,Серебра протеинат,otc,6872,345,drug,Сиалор,таблетки,2%,назальный,"Сиалор (Протаргол) содержит серебра протеинат и применяется интраназально как антисептик при ЛОР-заболеваниях. Отпускается без рецепта, возрастной сигнал отсутствует, поэтому выбран сегмент взрослые.",found,серебра протеинат,,not_found,1,"[""СИАЛОР ПРОТАРГОЛ 2% МНН действующее вещество""]",1,1,3002,736,77,813,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Серебра протеинат,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
"СИНАФЛАН МАЗЬ Д/НАРУЖ. ПРИМ. 0,025% ТУБА 10Г МУРОМСКИЙ ПСЗ | МУРОМСКИЙ ПЗ | МУРОМСКИЙ ПЗ",,rx,Флуоцинолона ацетонид,otc,Флуоцинолона ацетонид,otc,Флуоцинолона ацетонид,,Флуоцинолона ацетонид,otc,,,Флуоцинолона ацетонид,otc,6613,344,drug,Синафлан,мазь,"0,025%",наружно,"Препарат Синафлан представлен как мазь для наружного применения с концентрацией 0,025%. Указана форма выпуска в тубе 10 г. Является монопрепаратом без явных детских сигналов, поэтому возрастной сегмент — взрослые.",found,Флуоцинолона ацетонид,флуоцинолона ацетонид,found,1,"[""СИНАФЛАН мазь МНН действующее вещество"", ""Синафлан 0.025% мазь МНН флуоцинолона ацетонид""]",2,1,3884,821,132,953,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Флуоцинолона ацетонид,normalized_match,совпали после нормализации,normalized_match,совпали после нормализации
САНДРА ТАБЛ. П/ЯЗЫЧН. ГОМЕОП. 250МГ №30 | ВИЛАР ФАРМЦЕНТР | ВИЛАР ФАРМЦЕНТР,,otc,,,,otc,,,,otc,,,,otc,7283,345,drug,Сандра,таблетки,250 мг,сублингвально,"В названии указаны гомеопатические подъязычные таблетки Сандра, 250 мг, №30. Действующее вещество не приведено, поэтому МНН и показание не определены; возрастной сигнал отсутствует.",not_found,,,not_found,1,"[""САНДРА таблетки гомеопатические 250 мг ВИЛАР ФАРМЦЕНТР МНН""]",1,1,33166,730,86,816,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,,both_empty,оба пусты,polza_not_found_baseline,baseline Polza не found — пропуск
"СЕПТОЛЕТЕ ТОТАЛ ТАБЛ. Д/РАССАС. 3МГ+1МГ ЛИМОН-БУЗИНА №8 | КРКА, Д.Д., НОВО МЕСТО АО | КРКА, Д.Д., НОВО МЕСТО АО",,безрецептурный,Бензидамин+Цетилпиридиния хлорид,otc,Цетилпиридиния хлорид*+бензидамин,otc,"Цетилпиридиния хлорид, Бензидамин",,Цетилпиридиния хлорид,otc,,,"Цетилпиридиния хлорид, Бензидамин",otc,6937,345,drug,Септолете Тотал,таблетки,3 мг + 1 мг,перорально,"В тексте указаны торговое наименование, форма, дозировка и количество в упаковке. Действующие вещества явно не названы, поэтому МНН не заполнено. Препарат относится к безрецептурным средствам для горла.",found,бензидамин + цетилпиридиния хлорид,Бензидамина гидрохлорид + Цетилпиридиния хлорид,found,1,"[""Септолете Тотал таблетки для рассасывания 3мг+1мг МНН действующее вещество""]",1,1,33361,784,106,890,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,"Цетилпиридиния хлорид, Бензидамин",conflict,"оба заполнены, но различаются",conflict,"оба заполнены, но различаются"
СИАВЕЛЛ ТАБЛ. П/ПЛЕН/ОБ. 20МГ №1 | Велфарм ООО | Велфарм ООО,,rx,Тадалафил,rx,,,,,Тадалафил,rx,,,Тадалафил,rx,6877,345,drug,Сиавелл,таблетки,20 мг,перорально,"В тексте указаны торговое название «Сиавелл», форма «таблетки, покрытые пленочной оболочкой», дозировка 20 мг и упаковка №1. Действующее вещество не названо, поэтому mnn не заполнен; препарат относится к урологическим средствам и принимается внутрь.",found,тадалафил,,not_found,1,"[""Сиавелл таблетки 20 мг МНН действующее вещество"", ""Сиавелл Велфарм инструкция МНН""]",2,1,63833,765,120,885,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Тадалафил,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
"РИНОМАРИС СПРЕЙ НАЗ. 0,1% ФЛ. 15МЛ | ЯДРАН-ГАЛЕНСКИ ЛАБОРАТОРИЙ А.О. | ЯДРАН-ГАЛЕНСКИ ЛАБОРАТОРИЙ А.О.",,otc,Ксилометазолин,otc,Ксилометазолин,otc,"Натрия гиалуронат, Ксилометазолин",,Ксилометазолин,otc,,,Ксилометазолин,otc,8018,346,drug,Риномарис,спрей,"0,1%",назальный,"Товар идентифицирован как назальный спрей Риномарис с концентрацией 0,1%. Действующее вещество не указано в тексте, поэтому МНН оставлен пустым. Препарат относится к деконгестантам, применяется назально, у взрослых.",found,Ксилометазолин,Ксилометазолин,found,1,"[""РИНОМАРИС спрей назальный 0,1% МНН действующее вещество""]",1,1,33291,752,86,838,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Ксилометазолин,exact_match,полное совпадение строк,exact_match,полное совпадение с Polza
РИНИКОЛД ХОТКАП ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ ЛИМОН САШЕ 5Г №10 | ШРЕЯ ЛАЙФ САЕНСИЗ ПВТ.ЛТД | ШРЕЯ ЛАЙФ САЕНСИЗ ПВТ.ЛТД,,otc,Кофеин + Парацетамол + Фенилэфрин + Фенирамин,otc,,,"Парацетамол, Кофеин, Фенирамин, Фенилэфрин",,,otc,,,"Кофеин, Парацетамол, Фенилэфрин, Фенирамин",otc,8030,346,drug,Риниколд Хоткап,порошок,5 г,перорально,"Комбинированный препарат для симптоматического лечения простуды и ОРВИ, выпускается в виде порошка для приема внутрь. В тексте не указаны действующие вещества, поэтому МНН оставлено пустым. Отпускается без рецепта.",found,Кофеин+Парацетамол+Фенилэфрин+Фенирамин,,not_found,1,"[""РИНИКОЛД ХОТКАП пор. д/р-ра д/приема внутрь лимон саше 5г №10 МНН состав""]",1,1,33276,802,91,893,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,"Кофеин, Парацетамол, Фенилэфрин, Фенирамин",catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
РИНЗА КИДС ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ МАЛИНА ПАК-САШЕ ПО 3Г №10 | ЮНИК ФАРМАСЬЮТИКАЛ ЛАБОРАТОРИЗ (ОТДЕЛЕНИЕ ФИРМЫ ДЖ.Б.КЕМИКАЛС ЭНД ФАРМАСЬЮТИКАЛС ЛТД) | ЮНИК ФАРМАСЬЮТИКАЛ ЛАБОРАТОРИЗ (ОТДЕЛЕНИЕ ФИРМЫ ДЖ.Б.КЕМИКАЛС ЭНД ФАРМАСЬЮТИКАЛС ЛТД),,безрецептурный,Парацетамол + Фенилэфрин + Аскорбиновая кислота,otc,Парацетамол* + Фенирамин* + Аскорбиновая кислота,otc,"Парацетамол, Аскорбиновая кислота, Фенирамин",,Парацетамол,otc,,,"Парацетамол, Аскорбиновая кислота, Фенирамин",otc,8048,346,drug,Ринза Кидс,порошок,,перорально,"Препарат для детей от простуды и ОРВИ в форме порошка для приготовления раствора для приема внутрь. В тексте не указано действующее вещество, поэтому МНН не заполнен; сигнал «кидс» указывает на детский возраст.",found,Paracetamol + Pheniramine + Ascorbic acid,,not_found,1,"[""РИНЗА КИДС пор. д/р-ра д/приема внутрь малина пак-саше МНН состав""]",1,1,33032,990,87,1077,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,"Парацетамол, Аскорбиновая кислота, Фенирамин",catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
"РЕСТАСИС КАПЛИ ГЛАЗН. 0,05% ФЛ. 0,4МЛ №30 | АЛЛЕРГАН СЕЙЛС ЛЛС | АЛЛЕРГАН СЕЙЛС ЛЛС",,рецептурный,Циклоспорин,rx,Циклоспорин,rx,Циклоспорин,rx,Циклоспорин,rx,,,Циклоспорин,rx,8173,346,drug,Рестасис,капли,"0,05%",офтальмологический,"В тексте указано торговое наименование Рестасис, лекарственная форма и дозировка, но МНН явно не приведено. Препарат относится к глазным каплям, отпускается по рецепту. Возрастных уточнений нет, поэтому сегмент указан как взрослые.",found,циклоспорин,Циклоспорин,found,1,"[""РЕСТАСИС капли глазные 0,05% МНН действующее вещество""]",1,1,32763,724,81,805,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Циклоспорин,exact_match,полное совпадение строк,normalized_match,совпали после нормализации
РИНГЕР-СОЛОФАРМ Р-Р Д/ИНФ. ФЛ. ПОЛИПРОП. 500МЛ №20 ГРОТЕКС | ГРОТЕКС ООО | ГРОТЕКС ООО,,rx,Натрия хлорида раствор сложный [Калия хлорид + Кальция хлорид + Натрия хлорид],rx,Калия хлорид+Кальция хлорид+Натрия хлорид,rx,,,Натрия хлорида раствор сложный,rx,,,"Натрия хлорид, Калия хлорид, Кальция хлорид",rx,8050,346,drug,Рингер-Солофарм,раствор,500 мл,внутривенно,"Препарат идентифицирован по названию как раствор Рингера для инфузий во флаконах по 500 мл №20. Действующие вещества в тексте не перечислены, поэтому МНН не указан. Средство относится к инфузионным электролитным растворам для внутривенного введения.",not_found,,Натрия хлорид + Калия хлорид + Кальция хлорид + Натрия лактат,found,1,"[""РИНГЕР-СОЛОФАРМ раствор для инфузий МНН ГРОТЕКС""]",1,1,33081,738,110,848,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,"Натрия хлорид, Калия хлорид, Кальция хлорид",conflict,"оба заполнены, но различаются",polza_not_found_baseline,baseline Polza не found — пропуск
РЕННИ ТАБЛ. ЖЕВ. С АПЕЛЬСИНОВЫМ ВКУСОМ 680МГ+80МГ №48 | ДЕЛФАРМ ГАЙЯРД | ДЕЛФАРМ ГАЙЯРД,,otc,,,Кальция карбонат + Магния карбонат,otc,"Кальция карбонат, Магния карбонат",,Кальция карбонат,otc,,,"Кальция карбонат, Магния карбонат",otc,8231,346,drug,Ренни,таблетки жевательные,680 мг + 80 мг,перорально,"Ренни — безрецептурный антацидный препарат в форме жевательных таблеток. В тексте указаны два компонента (680 мг + 80 мг), поэтому это комбинированный препарат. Возраст явно не указан, поэтому типично для взрослых.",found,кальция карбонат + магния гидроксикарбонат,Кальция карбонат + Магния карбонат,found,1,"[""Ренни таблетки жевательные апельсиновые 680мг+80мг МНН действующее вещество""]",1,1,33660,754,96,850,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,"Кальция карбонат, Магния карбонат",normalized_match,совпали после нормализации,conflict,"оба заполнены, но различаются"
РАМНИПРАЗОЛ ТАБЛ. КИШ-РАСТ. П/О 10МГ №28 | ТАТХИМФАРМПРЕПАРАТЫ АО | ТАТХИМФАРМПРЕПАРАТЫ АО,рамнипразол,rx,Рабепразол,otc,,,Рабепразол,,,,,,Рабепразол,,8516,347,drug,,таблетки,10 мг,перорально,"В названии указано действующее вещество рамнипразол, форма — таблетки кишечнорастворимые, покрытые оболочкой, дозировка 10 мг, упаковка №28. Препарат относится к желудочно-кишечным средствам, применяется перорально.",found,рабепразол,,not_found,1,"[""РАМНИПРАЗОЛ МНН препарат таблетки""]",1,1,32712,724,71,795,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Рабепразол,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
РЕАФЕРОН-ЕС ЛИОФ. Д/Р-РА Д/ИН. И МЕСТН. ПРИМ. 3МЛН МЕ АМП. №5 | ВЕКТОР-МЕДИКА АО | ВЕКТОР-МЕДИКА АО,,рецептурный,Интерферон альфа-2b человеческий рекомбинантный,rx,Интерферон альфа-2b,rx,Интерферон альфа-2b,rx,Интерферон альфа-2b,rx,,,Интерферон альфа-2b,rx,8431,347,drug,Реаферон-ЕС,лиофилизат,3 млн МЕ,инъекционное,"Препарат Реаферон-ЕС представляет собой лиофилизат для приготовления раствора для инъекций и местного применения в дозировке 3 млн МЕ, в ампулах №5. Действующее вещество в тексте явно не указано, поэтому МНН не заполняется. Это рецептурное иммуномодулирующее и противовирусное средство, типично применяемое у взрослых.",found,Интерферон альфа-2b,Интерферон альфа-2b,found,1,"[""РЕАФЕРОН-ЕС МНН лиофилизат раствор инъекций 3 млн МЕ""]",1,1,33196,754,90,844,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Интерферон альфа-2b,exact_match,полное совпадение строк,exact_match,полное совпадение с Polza
