normalized_text,attr_mnn,attr_rx_otc,mnn_uteka,rx_uteka,mnn_asna,rx_asna,mnn_apteka,rx_apteka,mnn_vidal,rx_vidal,mnn_stolichki,rx_stolichki,win_mnn,win_rx_otc,product_id,run_id,product_kind,attr_brand,attr_dosage_form,attr_dosage,attr_administration_route,semantic_explanation,qwen_search_status,qwen_search_mnn,tool_mnn,tool_status,search_used,search_queries,search_call_count,tool_rounds,latency_ms,prompt_tokens,completion_tokens,total_tokens,tool_error,tool_model,tool_provider,tool_prompt_version,catalog_mnn_for_comparison,tool_vs_catalog_status,tool_vs_catalog_comment,tool_vs_polza_status,tool_vs_polza_comment
"МОКСОНИДИН-АКРИХИН ТАБЛ. П/ПЛЕН/ОБ. 0,4МГ №10 | АКРИХИН ХФК АО | АКРИХИН ХФК АО",Моксонидин,рецептурный,Моксонидин,rx,,,,,Моксонидин,rx,,,Моксонидин,rx,12737,355,drug,Моксонидин-Акрихин,таблетки,"0,4 мг",перорально,"Препарат содержит моксонидин и относится к гипотензивным средствам для взрослых. Выпускается в таблетках, покрытых плёночной оболочкой, дозировкой 0,4 мг, в упаковке №10.",found,моксонидин,Моксонидин,found,1,"[""МОКСОНИДИН-АКРИХИН таблетки 0,4 мг МНН"", ""Моксонидин-Акрихин МНН действующее вещество"", ""Моксонидин-Акрихин инструкция"", ""Moxonidine Акрихин таблетки""]",4,2,137968,1842,722,2564,,qwen3.8-max,dashscope,mnn_tool_search_v1,Моксонидин,exact_match,полное совпадение строк,normalized_match,совпали после нормализации
МИРТАЗАПИН КАНОН ТАБЛ. П/ПЛЕН/ОБ. 30МГ №30 | КАНОНФАРМА ПРОДАКШН ЗАО | КАНОНФАРМА ПРОДАКШН ЗАО,Миртазапин,rx,Миртазапин,rx,Миртазапин,rx,,,Миртазапин,rx,,,Миртазапин,rx,12873,355,drug,Миртазапин Канон,таблетки,30 мг,перорально,"Препарат содержит миртазапин, является антидепрессантом, отпускается по рецепту. Таблетки по 30 мг покрыты пленочной оболочкой, в упаковке 30 штук.",not_found,,,not_found,1,"[""МИРТАЗАПИН КАНОН таблетки покрытые пленочной оболочкой 30мг МНН Канонфарма"", ""Миртазапин Канон МНН""]",2,2,85576,1709,527,2236,,qwen3.8-max,dashscope,mnn_tool_search_v1,Миртазапин,catalog_only,MNN только у каталогов,polza_not_found_baseline,baseline Polza не found — пропуск
МЕМОПЛАНТ ТАБЛ. П/ПЛЕН/ОБ. 80МГ №30 | ДОКТОР ВИЛЬМАР ШВАБЕ ГМБХ И КО.КГ. | ДОКТОР ВИЛЬМАР ШВАБЕ ГМБХ И КО.КГ.,,otc,Гинкго двулопастного листьев экстракт,otc,Гинкго двулопастного листьев экстракт,otc,,,Гинкго билоба,otc,,,Гинкго двулопастного листьев экстракт,otc,13489,356,drug,Мемоплант,таблетки,80 мг,перорально,"В тексте указаны торговое наименование, лекарственная форма, дозировка и количество в упаковке. Действующее вещество и нозология явно не приведены, поэтому не заполнены. Препарат принимается внутрь и отпускается без рецепта.",found,экстракт гинкго двулопастного,,not_found,1,"[""Мемоплант таблетки 80 мг МНН действующее вещество"", ""Мемоплант Доктор Вильмар Швабе состав гинкго билоба"", ""Мемоплант МНН""]",3,2,100682,1801,324,2125,,qwen3.8-max,dashscope,mnn_tool_search_v1,Гинкго двулопастного листьев экстракт,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
МЕЛЬДОНИЙ КАНОН КАПС. 250МГ №40 | КАНОНФАРМА ПРОДАКШН ЗАО | КАНОНФАРМА ПРОДАКШН ЗАО,Мельдоний,rx,Леветирацетам,rx,Ламотриджин,rx,,,Клопидогрел,rx,,,,rx,13541,356,drug,Канон,капсулы,250 мг,перорально,"Из текста ясно, что действующее вещество — мельдоний, форма выпуска — капсулы, дозировка 250 мг, упаковка №40. Препарат рецептурный, применяется внутрь. Специальных детских указаний нет, поэтому возрастная группа — взрослые.",found,Мельдоний,Мельдоний,found,1,"[""МЕЛЬДОНИЙ КАНОН капсулы 250мг МНН действующее вещество"", ""Мельдоний МНН международное непатентованное название""]",2,1,53451,1393,247,1640,,qwen3.8-max,dashscope,mnn_tool_search_v1,,tool_only,MNN только у модели,exact_match,полное совпадение с Polza
МЕРИФАТИН МВ ТАБЛ. С ПРОЛОНГ. ВЫСВ. 500МГ №60 | ФАРМАСИНТЕЗ-ТЮМЕНЬ ООО | ФАРМАСИНТЕЗ-ТЮМЕНЬ ООО,,rx,Метформин,rx,Метформин,rx,,,Метформин,rx,,,Метформин,rx,13453,355,drug,Мерифатин МВ,таблетки,500 мг,перорально,"Торговое название «Мерифатин МВ» и форма выпуска указывают на рецептурный сахароснижающий препарат для приёма внутрь в виде таблеток с пролонгированным высвобождением. Действующее вещество в тексте прямо не указано, поэтому МНН не заполнен.",found,Метформин,метформин,found,1,"[""МЕРИФАТИН МВ таблетки пролонгированное высвобождение 500мг МНН"", ""Мерифатин МВ действующее вещество метформин"", ""Мерифатин МВ 500 мг таблетки"", ""Мерифатин МВ Фармасинтез состав""]",4,2,102351,2129,406,2535,,qwen3.8-max,dashscope,mnn_tool_search_v1,Метформин,normalized_match,совпали после нормализации,normalized_match,совпали после нормализации
МЕЛЬДОНИЙ КАПС. 250МГ №30 ФАРМСТАНДАРТ | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,Мельдоний,rx,Мельдоний,otc,,,,,,,,,Мельдоний,,13540,356,drug,,капсулы,250 мг,перорально,"В тексте указан МНН мельдоний, лекарственная форма «капсулы», дозировка 250 мг и упаковка №30. Препарат кардиопротекторного действия, применяется внутрь, отпускается по рецепту.",found,мельдоний,Мельдоний,found,1,"[""МЕЛЬДОНИЙ КАПС. 250МГ №30 ФАРМСТАНДАРТ МНН"", ""Мельдоний МНН действующее вещество капсулы 250 мг""]",2,2,18571,2654,332,2986,,qwen3.8-max,dashscope,mnn_tool_search_v1,Мельдоний,exact_match,полное совпадение строк,normalized_match,совпали после нормализации
МЕКСИКОР Р-Р ДЛЯ В/В В/М ВВЕД. 50МГ/МЛ АМП. 2МЛ №10 ФЕРМЕНТ | ФЕРМЕНТ ФИРМА ООО | ФЕРМЕНТ ФИРМА ООО,,rx,Этилметилгидроксипиридина сукцинат,rx,Этилметилгидроксипиридина сукцинат,rx,,,Этилметилгидроксипиридина сукцинат,rx,,,Этилметилгидроксипиридина сукцинат,rx,13653,356,drug,Мексикор,раствор,50 мг/мл,внутримышечно,"Препарат выпускается как раствор для инъекций в ампулах; из названия определяются путь введения и дозировка. МНН в тексте не указан, показания не описаны, поэтому эти поля не заполнены.",found,этилметилгидроксипиридина сукцинат,,not_found,1,"[""МЕКСИКОР МНН действующее вещество""]",1,1,7091,784,163,947,,qwen3.8-max,dashscope,mnn_tool_search_v1,Этилметилгидроксипиридина сукцинат,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
МЕКСИДОЛ Р-Р ДЛЯ В/В В/М ВВЕД. 50МГ/МЛ АМП. 5МЛ №10 ЭЛЛАРА | ЭЛЛАРА ООО | ЭЛЛАРА ООО,,rx,Этилметилгидроксипиридина сукцинат,rx,Этилметилгидроксипиридина сукцинат,rx,,,Этилметилгидроксипиридина сукцинат,rx,,,Этилметилгидроксипиридина сукцинат,rx,13664,356,drug,Мексидол,раствор,50 мг/мл,внутримышечно,"Препарат Мексидол является рецептурным лекарственным средством. Это раствор для внутривенного и внутримышечного введения в концентрации 50 мг/мл, в ампулах по 5 мл №10. МНН в тексте не указано, возрастная группа — взрослые.",not_found,,,not_found,1,"[""Мексидол МНН этилметилгидроксипиридина сукцинат раствор для внутривенного и внутримышечного введения""]",1,1,10369,920,379,1299,,qwen3.8-max,dashscope,mnn_tool_search_v1,Этилметилгидроксипиридина сукцинат,catalog_only,MNN только у каталогов,polza_not_found_baseline,baseline Polza не found — пропуск
МЕКСИДОЛ ТАБЛ. П/ПЛЕН/ОБ. 125МГ №50 | ЗИО-ЗДОРОВЬЕ ЗАО | ЗИО-ЗДОРОВЬЕ ЗАО,,rx,Этилметилгидроксипиридина сукцинат,rx,Этилметилгидроксипиридина сукцинат,rx,,,Этилметилгидроксипиридина сукцинат,rx,,,Этилметилгидроксипиридина сукцинат,rx,13659,356,drug,Мексидол,таблетки,125 мг,перорально,"Препарат Мексидол в форме таблеток, покрытых плёночной оболочкой, дозировкой 125 мг, в упаковке 50 штук. МНН не указано в тексте, поэтому не заполнено. Препарат типичный для взрослых, без явных детских указаний.",found,этилметилгидроксипиридина сукцинат,,not_found,1,"[""Мексидол МНН действующее вещество""]",1,1,11930,904,493,1397,,qwen3.8-max,dashscope,mnn_tool_search_v1,Этилметилгидроксипиридина сукцинат,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
МАЛЬВАЦИД СУСП. Д/ПРИЕМА ВНУТРЬ ПАК. 15МЛ №20 | АВВА РУС АО | АВВА РУС АО,,безрецептурный,Алгелдрат + Бензокаин + Магния гидроксид,otc,,,,,Магния гидроксид,otc,,,"Магния гидроксид, Алгелдрат, Бензокаин",otc,14103,357,drug,Мальвацид,суспензия,,перорально,"Препарат представляет собой суспензию для приёма внутрь в пакетиках по 15 мл №20, по контексту относится к желудочно-кишечным средствам. Торговое название не позволяет однозначно установить действующее вещество, поэтому МНН и точная дозировка не указаны.",found,Алгелдрат + Магния гидроксид,,not_found,1,"[""Мальвац суспензия для приема внутрь МНН АВВА РУС""]",1,1,5803,790,167,957,,qwen3.8-max,dashscope,mnn_tool_search_v1,"Магния гидроксид, Алгелдрат, Бензокаин",catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
Л-ТИРОКСИН ТАБЛ. 100МКГ №50 ОЗОН | ОЗОН ООО | ОЗОН ООО,,rx,Левотироксин натрия,rx,Левотироксин натрия,rx,,,Левотироксин натрия,rx,,,Левотироксин натрия,rx,14492,357,drug,Л-Тироксин,таблетки,100 мкг,перорально,"Препарат Л-Тироксин выпускается в форме таблеток по 100 мкг, упаковка №50. Действующее вещество в тексте как МНН явно не указано, поэтому МНН не заполнен. Левотироксин натрия относится к рецептурным тиреоидным гормонам.",found,Левотироксин натрия,,not_found,1,"[""Л-ТИРОКСИН 100 мкг таблетки ОЗОН МНН""]",1,1,7324,776,217,993,,qwen3.8-max,dashscope,mnn_tool_search_v1,Левотироксин натрия,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
ЛОРТЕНЗА ТАБЛ. П/ПЛЕН/ОБ. 10МГ+100МГ №90 | КРКА-РУС ООО | КРКА-РУС ООО,,рецептурный,,,Амлодипин + Лозартан,rx,,,Лозартан,rx,,,"Лозартан, Амлодипин",rx,14577,358,drug,ЛОРТЕНЗА,таблетки,10 мг + 100 мг,перорально,"Препарат ЛОРТЕНЗА выпускается в таблетках, покрытых пленочной оболочкой, содержит два компонента (10 мг + 100 мг), что указывает на комбинированное гипотензивное средство. Действующие вещества в тексте явно не названы, поэтому МНН не указан. Отпуск предположительно рецептурный, упаковка содержит 90 таблеток.",found,амлодипин + лозартан,,not_found,1,"[""ЛОРТЕНЗА таблетки 10мг+100мг КРКА МНН""]",1,1,8829,819,308,1127,,qwen3.8-max,dashscope,mnn_tool_search_v1,"Лозартан, Амлодипин",catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
МАКСИКОЛД РИНО ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ АПЕЛЬСИН ПАК. 15Г №10 | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,,otc,Парацетамол + Фенилэфрин + Фенирамин + Аскорбиновая кислота,otc,Парацетамол+Фенилэфрин+Фенирамин+Аскорбиновая кислота,otc,,,,otc,,,"Аскорбиновая кислота, Парацетамол, Фенилэфрин, Фенирамин",otc,14162,357,drug,Максиколд Рино,порошок,15 г,перорально,"По названию и форме выпуска препарат относится к противопростудным средствам для приема внутрь. В тексте не указаны действующие вещества, поэтому МНН не определяется; указана масса пакетика 15 г и количество 10 пакетиков. Препарат отпускается без рецепта.",found,Парацетамол + Фенилэфрин + Фенирамин + Аскорбиновая кислота,,not_found,1,"[""Максиколд Рино порошок для приема внутрь МНН состав"", ""МАКСИКОЛД РИНО пор д/р-ра д/приема внутрь апельсин пак 15г Фармстандарт МНН""]",2,1,14541,1016,659,1675,,qwen3.8-max,dashscope,mnn_tool_search_v1,"Аскорбиновая кислота, Парацетамол, Фенилэфрин, Фенирамин",catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
ЛЕККЕР БРИЛЛИАНТОВЫЙ ЗЕЛЕНЫЙ Р-Р 1% ФЛ. С КИСТЬЮ 20МЛ | ЛЕККЕР ЗАО | ЛЕККЕР ЗАО,Бриллиантовый зелёный,otc,Йод + [Калия йодид + Этанол],otc,Йод,otc,,,,,,,"Йод, Калия йодид, Этанол",otc,15560,359,drug,Леккер,раствор,1%,наружно,"Препарат представляет собой спиртовой раствор бриллиантового зелёного для наружного применения. В названии указаны действующее вещество, концентрация 1% и форма выпуска во флаконе с кистью.",found,Бриллиантовый зеленый,,not_found,1,"[""ЛЕККЕР БРИЛЛИАНТОВЫЙ ЗЕЛЕНЫЙ раствор 1% МНН"", ""Бриллиантовый зеленый МНН действующее вещество""]",2,1,8066,942,274,1216,,qwen3.8-max,dashscope,mnn_tool_search_v1,"Йод, Калия йодид, Этанол",catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
ЛЕВОФЛОКСАЦИН РЕНЕВАЛ ТАБЛ. П/ПЛЕН/ОБ. 500МГ №10 | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,левофлоксацин,rx,Метамизол натрия,otc,Парацетамол,otc,"Ацетилсалициловая кислота, Аскорбиновая кислота",,Розувастатин,rx,,,,otc,15745,359,drug,Реневал,таблетки,500 мг,перорально,"В тексте явно указаны МНН левофлоксацин, бренд Реневал, лекарственная форма — таблетки в пленочной оболочке, дозировка 500 мг и упаковка №10. Левофлоксацин — рецептурный антибиотик-фторхинолон для приема внутрь, применяется преимущественно у взрослых.",found,Левофлоксацин,Левофлоксацин,found,1,"[""ЛЕВОФЛОКСАЦИН РЕНЕВАЛ МНН""]",1,1,13108,877,595,1472,,qwen3.8-max,dashscope,mnn_tool_search_v1,,tool_only,MNN только у модели,exact_match,полное совпадение с Polza
ЛЕВОФЛОКСАЦИН-АКРИХИН ТАБЛ. П/ПЛЕН/ОБ. 500МГ №5 | АДИФАРМ ЕАД | АДИФАРМ ЕАД,Левофлоксацин,rx,Левофлоксацин,rx,,,,,Левофлоксацин,rx,,,Левофлоксацин,rx,15757,359,drug,Левофлоксацин-Акрихин,таблетки,500 мг,перорально,"Препарат содержит левофлоксацин 500 мг в форме таблеток, покрытых плёночной оболочкой, что явно указано в названии. Это рецептурный антибиотик для перорального применения, поэтому возрастной сегмент определён как взрослые.",found,Левофлоксацин,Левофлоксацин,found,1,"[""ЛЕВОФЛОКСАЦИН-АКРИХИН МНН""]",1,1,10507,867,468,1335,,qwen3.8-max,dashscope,mnn_tool_search_v1,Левофлоксацин,exact_match,полное совпадение строк,exact_match,полное совпадение с Polza
ЛАРИГАМА Р-Р ДЛЯ В/М ВВЕД. АМП. 2МЛ №10 | ГРОТЕКС ООО | ГРОТЕКС ООО,,рецептурный,Пиридоксин + Тиамин + Цианокобаламин + [Лидокаин],rx,Пиридоксин* + Тиамин* + Цианокобаламин* + Лидокаин,rx,,,,rx,,,"[Лидокаин], Пиридоксин, Тиамин, Цианокобаламин",rx,15921,359,drug,Ларигама,раствор,,внутримышечно,"Из текста извлечены торговое наименование, форма выпуска и путь введения. Действующее вещество и дозировка не указаны, поэтому МНН, дозировка и нозология не определены.",found,Пиридоксин+Тиамин+Цианокобаламин+Лидокаин,,not_found,1,"[""ЛАРИГАМА раствор для внутримышечного введения ампулы 2 мл ГРОТЕКС МНН""]",1,1,5853,772,129,901,,qwen3.8-max,dashscope,mnn_tool_search_v1,"[Лидокаин], Пиридоксин, Тиамин, Цианокобаламин",catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
ЛЕВОКАРНИТИН Р-Р ДЛЯ В/В И В/М 100МГ/МЛ АМП. 5МЛ №10 ВЕЛФАРМ | Велфарм ООО | Велфарм ООО,Левокарнитин,rx,Левокарнитин,rx,,,,,,,,,Левокарнитин,,15797,359,drug,,раствор,100 мг/мл,внутримышечно,"В названии указано действующее вещество левокарнитин, лекарственная форма и концентрация. Препарат является инъекционным раствором, поэтому отнесён к рецептурным. Возрастной сегмент по умолчанию — взрослые.",found,левокарнитин,Левокарнитин,found,1,"[""ЛЕВОКАРНИТИН раствор для внутривенного и внутримышечного введения 100 мг/мл ампулы 5 мл Велфарм МНН""]",1,1,13556,882,607,1489,,qwen3.8-max,dashscope,mnn_tool_search_v1,Левокарнитин,exact_match,полное совпадение строк,normalized_match,совпали после нормализации
ЛАМИТОР ТАБЛ. 100МГ №50 | ТОРРЕНТ ФАРМАСЬЮТИКАЛС ЛТД | ТОРРЕНТ ФАРМАСЬЮТИКАЛС ЛТД,,рецептурный,Ламотриджин,rx,Ламотриджин,rx,,,Ламотриджин,rx,,,Ламотриджин,rx,15957,359,drug,ЛАМИТОР,таблетки,100 мг,перорально,"Препарат выпускается в форме таблеток по 100 мг, в упаковке №50; МНН в тексте не указан, поэтому оставлен пустым. Торговое название ЛАМИТОР относится к противосудорожным средствам, отпускаемым по рецепту. Возрастная группа выбрана как взрослые, так как детских указаний нет.",found,Ламотригин,,not_found,1,"[""ЛАМИТОР таблетки 100 мг МНН Торрент Фармасьютикалс""]",1,1,8752,832,239,1071,,qwen3.8-max,dashscope,mnn_tool_search_v1,Ламотриджин,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
ЛАМОЛЕП ТАБЛ. 50МГ №30 | ГЕДЕОН РИХТЕР ОАО/ГЕДЕОН РИХТЕР-РУС АО | ГЕДЕОН РИХТЕР ОАО/ГЕДЕОН РИХТЕР-РУС АО,,рецептурный,Ламотриджин,rx,Ламотриджин,rx,,,Ламотриджин,rx,,,Ламотриджин,rx,15949,359,drug,Ламолеп,таблетки,50 мг,перорально,"Препарат Ламолеп в форме таблеток по 50 мг, применяется перорально. Относится к рецептурным лекарственным средствам для взрослых; активное вещество в тексте явно не указано.",found,ламотриджин,,not_found,1,"[""Ламолеп Гедеон Рихтер МНН"", ""ЛАМОЛЕП таблетки 50 мг действующее вещество""]",2,1,10450,930,347,1277,,qwen3.8-max,dashscope,mnn_tool_search_v1,Ламотриджин,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
"ЛАЗОЛВАН Р-Р Д/ПРИЕМА ВНУТРЬ И ИНГАЛ. 7,5МГ/МЛ ФЛ-КАП. 100МЛ | ИНСТИТУТ ДЕ АНГЕЛИ С.Р.Л. | ИНСТИТУТ ДЕ АНГЕЛИ С.Р.Л.",,безрецептурный,Амброксол,otc,Трамазолин,otc,,,Амброксол,otc,,,Амброксол,otc,16144,360,drug,Лазолван,раствор,"7,5 мг/мл",ингаляционно,"Лазолван — раствор для приема внутрь и ингаляций 7,5 мг/мл, показанный при кашле. Действующее вещество в тексте прямо не указано, поэтому МНН не заполнен. Возрастных уточнений нет, для типичного средства выбран взрослый сегмент.",found,амброксола гидрохлорид,,not_found,1,"[""Лазолван раствор для приема внутрь и ингаляций 7,5 мг/мл МНН"", ""ЛАЗОЛВАН Р-Р Д/ПРИЕМА ВНУТРЬ И ИНГАЛ. 7,5МГ/МЛ ФЛ-КАП. 100МЛ ИНСТИТУТ ДЕ АНГЕЛИ МНН амброксол""]",2,1,14735,1159,593,1752,,qwen3.8-max,dashscope,mnn_tool_search_v1,Амброксол,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
"КСИЛЕН КАПЛИ НАЗ. 0,1% ФЛ-КАП. 20МЛ №4 | ВЕРОФАРМ ООО | ВЕРОФАРМ ООО",,otc,Ксилометазолин,otc,Ксилометазолин,otc,,,Декспантенол,otc,,,Ксилометазолин,otc,16411,361,drug,Ксилен,капли,"0,1%",назальный,"Препарат идентифицируется как назальные капли Ксилен; действующее вещество в тексте не указано, поэтому МНН не заполнен. Лекарственная форма, концентрация и объём упаковки читаются в названии. Поскольку это типичный безрецептурный деконгестант без детских указаний, возрастной сегмент определён как взрослые.",found,Ксилометазолин,,not_found,1,"[""Ксилен капли назальные 0,1% МНН действующее вещество""]",1,1,8295,862,282,1144,,qwen3.8-max,dashscope,mnn_tool_search_v1,Ксилометазолин,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
КСИЗАЛ ТАБЛ. П/ПЛЕН/ОБ. 5МГ №10 | ЮСБ ФАРШИМ С.А. | ЮСБ ФАРШИМ С.А.,,otc,Левоцетиризин,otc,Левоцетиризин,otc,,,Левоцетиризин,otc,,,Левоцетиризин,otc,16419,361,drug,Ксизал,таблетки,5 мг,перорально,"По тексту идентифицирован бренд Ксизал, действующее вещество явно не указано, поэтому МНН оставлен пустым. Форма, дозировка и упаковка прочитаны из названия: таблетки 5 мг №10. Препарат относится к антигистаминным средствам и отпускается без рецепта.",found,Левоцетиризин,левоцетиризин,found,1,"[""Ксизал МНН левоцетиризин ЮСБ Фаршим"", ""Xyzal МНН международное непатентованное наименование""]",2,1,15560,957,627,1584,,qwen3.8-max,dashscope,mnn_tool_search_v1,Левоцетиризин,normalized_match,совпали после нормализации,normalized_match,совпали после нормализации
КОСТАРОКС ТАБЛ. П/ПЛЕН/ОБ. 90МГ №28 | КАДИЛА ФАРМАСЬЮТИКАЛЗ ЛИМИТЕД | КАДИЛА ФАРМАСЬЮТИКАЛЗ ЛИМИТЕД,,рецептурный,Эторикоксиб,rx,Эторикоксиб,rx,,,Эторикоксиб,rx,,,Эторикоксиб,rx,16640,361,drug,Костарокс,таблетки,90 мг,перорально,"Товар представляет собой таблетки в пленочной оболочке по 90 мг, упаковка 28 штук. Действующее вещество в имени не указано, поэтому МНН и комбинированность оставлены пустыми. Препарат типичен для взрослых, форма выпуска и дозировка читаются из названия.",found,Эторикоксиб,,invalid_json,1,"[""КОСТАРОКС таблетки 90 мг МНН Кадила Фармасьютикалз""]",1,1,14440,1344,528,1872,invalid_json,qwen3.8-max,dashscope,mnn_tool_search_v1,Эторикоксиб,tool_api_error,невалидный JSON ответа модели,tool_api_error,невалидный JSON
КРЕОН 25000 КАПС. КИШ/РАСТ. 25000ЕД №20 | ВЕРОФАРМ АО | ВЕРОФАРМ АО,,rx,Панкреатин,otc,Панкреатин,otc,,,Панкреатин,otc,,,Панкреатин,otc,16518,361,drug,Креон,капсулы,25000 ЕД,перорально,"Креон 25000 — ферментный препарат в кишечнорастворимых капсулах для приёма внутрь. МНН в тексте не указано, поэтому оставлено пустым. Рецептурный статус и возрастная группа определены по типу препарата.",found,Панкреатин,,invalid_json,1,"[""КРЕОН 25000 капсулы МНН""]",1,1,18479,1256,698,1954,invalid_json,qwen3.8-max,dashscope,mnn_tool_search_v1,Панкреатин,tool_api_error,невалидный JSON ответа модели,tool_api_error,невалидный JSON
КОРДИАМИН КАПЛИ Д/ПРИЕМА ВНУТРЬ 25% ФЛ-КАП. 30МЛ ТЕХНОПАРК-ЦЕНТР | ТЕХНОПАРК-ЦЕНТР ООО | ТЕХНОПАРК-ЦЕНТР ООО,,,Никетамид,otc,Никетамид,otc,,,Никетамид,rx,,,Никетамид,otc,16703,361,drug,Кордиамин,капли,25%,перорально,"В тексте указаны торговое наименование (Кордиамин), лекарственная форма (капли), способ применения (внутрь) и дозировка (25%). МНН и терапевтический класс явно не указаны, поэтому эти атрибуты оставлены пустыми.",found,никометамид,,invalid_json,1,"[""Кордиамин капли для приема внутрь 25% МНН""]",1,1,12056,866,443,1309,invalid_json,qwen3.8-max,dashscope,mnn_tool_search_v1,Никетамид,tool_api_error,невалидный JSON ответа модели,tool_api_error,невалидный JSON
"КО-ВАМЛОСЕТ ТАБЛ. П/ПЛЕН/ОБ. 5МГ+160МГ+12,5МГ №90 | КРКА-РУС ООО | КРКА-РУС ООО",,rx,,,Амлодипин* + Валсартан* + Гидрохлоротиазид,rx,,,,rx,,,"Амлодипин, Валсартан, Гидрохлоротиазид",rx,17254,362,drug,Ко-Вамлосет,таблетки,"5 мг + 160 мг + 12,5 мг",перорально,"В названии указана торговая марка Ко-Вамлосет и дозировка, но действующие вещества не названы, поэтому МНН оставлен пустым. Препарат относится к рецептурным комбинированным антигипертензивным средствам, принимаемым внутрь. Форма, дозировка и упаковка №90 указаны явно.",found,амлодипин + валсартан + гидрохлоротиазид,Амлодипин + Валсартан + Гидрохлоротиазид,found,1,"[""КО-ВАМЛОСЕТ МНН состав амлодипин валсартан гидрохлоротиазид КРКА""]",1,1,16496,1098,780,1878,,qwen3.8-max,dashscope,mnn_tool_search_v1,"Амлодипин, Валсартан, Гидрохлоротиазид",normalized_match,совпали после нормализации,normalized_match,совпали после нормализации
КЛЕНБУТЕРОЛ Р-Р Д/ПРИЕМА ВНУТРЬ 1МКГ/МЛ ФЛ. 100МЛ ОЗОН | ОЗОН ООО | ОЗОН ООО,Кленбутерол,rx,Кленбутерол,rx,,,,,,,,,Кленбутерол,,17453,363,drug,,раствор,1 мкг/мл,перорально,"По тексту определено действующее вещество кленбутерол, лекарственная форма — раствор для приема внутрь, дозировка 1 мкг/мл. Это бронхолитическое средство, отпускается по рецепту. Возраст явно не указан, для типичного ЛС выбран сегмент взрослые.",found,Кленбутерол,Кленбутерол,found,1,"[""Кленбутерол раствор для приема внутрь 1 мкг/мл МНН""]",1,1,12222,949,491,1440,,qwen3.8-max,dashscope,mnn_tool_search_v1,Кленбутерол,exact_match,полное совпадение строк,exact_match,полное совпадение с Polza
КЛЕНЗИТ-С ГЕЛЬ Д/НАРУЖ. ПРИМ. ТУБА 15Г | ГЛЕНМАРК ФАРМАСЬЮТИКАЛС ЛТД | ГЛЕНМАРК ФАРМАСЬЮТИКАЛС ЛТД,,рецептурный,Адапален + Клиндамицин,otc,Адапален* + Клиндамицин,otc,,,Клиндамицин,otc,,,"Клиндамицин, Адапален",otc,17447,363,drug,Клензит-С,гель,,наружно,"Препарат представлен как гель для наружного применения в тубе 15 г. По названию и типу продукта идентифицирован как комбинированный препарат для лечения акне, однако действующие вещества в тексте не указаны, поэтому МНН не заполнен.",found,адапален + клиндамицин,,invalid_json,1,"[""Клензит-С гель МНН состав действующее вещество"", ""Клензит-С Гленмарк МНН адапален клиндамицин""]",2,1,18954,956,789,1745,invalid_json,qwen3.8-max,dashscope,mnn_tool_search_v1,"Клиндамицин, Адапален",tool_api_error,невалидный JSON ответа модели,tool_api_error,невалидный JSON
КЕТОТИФЕН СОФАРМА СИРОП 1МГ/5МЛ ФЛ. 100МЛ | СОФАРМА АО | СОФАРМА АО,кетотифен,rx,Кетотифен,rx,,,,,Кетотифен,rx,,,Кетотифен,rx,17599,363,drug,Кетотифен Софарма,сироп,1 мг/5 мл,перорально,"Препарат содержит действующее вещество кетотифен, что явно указано в названии. Лекарственная форма — сироп 1 мг/5 мл, применяется внутрь. Возрастных указаний в тексте нет, поэтому возрастной сегмент определён как взрослые.",found,кетотифен,Кетотифен,found,1,"[""Кетотифен Софарма сироп МНН""]",1,1,14261,784,535,1319,,qwen3.8-max,dashscope,mnn_tool_search_v1,Кетотифен,exact_match,полное совпадение строк,normalized_match,совпали после нормализации
