product_id,mnn_enrichment_run_id,normalized_text,final_mnn_candidate,final_mnn_method,mnn_enrichment_status,retry_count,search_queries,fallback_queries,top_evidence_urls,top_evidence_titles,top_evidence_sources,research_summary,resolved_rx_otc,resolved_age,needs_human_review,raw_artifact_path
9993,459,ПАРАЦЕТАМОЛ ТАБЛ. 500МГ №10 ОЗОН | ОЗОН ООО | ОЗОН ООО,Парацетамол,enrichment,ok,0,Парацетамол МНН ГРЛС | Парацетамол рецептурный безрецептурный ГРЛС | Парацетамол инструкция применение возраст дети взрослые,,https://aptekamos.ru/tovary/lekarstva/paracetamol-693/paracetamol-tabletki-120mg-6707/instrukciya | https://www.rlsnet.ru/drugs/paracetamol-920 | https://www.rlsnet.ru/drugs/paracetamol-920 | https://doctorzaharova.ru/blog/paratsetamol-instruktsiya-po-preparatu-primenenie-tsena-formy-vypuska-raschet-dozirovki-detyam-i-rekomendatsii-po-ispolzovaniyu | https://medlib.net/paracetamol-detskij.html | https://www.webapteka.ru/drugbase/name4789.html | https://yandex.ru/medicine/medicaments/paratsetamol | https://www.vidal.ru/drugs/paracetamol__12749 | https://www.rlsnet.ru/drugs/paracetamol-920 | https://utamedc.com/articles/paratsetamol-instruktsiya-po-primeneniyu-dlya-vzroslyh-i-detej | https://grls.pharm-portal.ru/grls/4dd3ffbf-c653-45a2-9764-22c24ae028f8 | https://grls.pharm-portal.ru/grls/001f7fd8-86d2-4834-be6a-ddb84506c64c,"Инструкция Парацетамол таблетки 120мг: показания и противопоказания ... | Парацетамол — инструкция по применению, дозы, побочные действия ... | Парацетамол — инструкция по применению, дозы, побочные действия ... | Парацетамол. Инструкция по препарату, применение, цена, формы выпуска ... | Парацетамол детский − инструкция по применению, дозировка суспензии | Парацетамол — инструкция по применению, описание, вопросы по препарату | Парацетамол — инструкция по применению, противопоказания, побочные эффекты | Парацетамол инструкция по применению: показания, противопоказания ... | Парацетамол — инструкция по применению, дозы, побочные действия ... | Парацетамол: инструкция по применению для взрослых и детей | Парацетамол - ГРЛС: Справочник РУ - Государственный реестр ... | Парацетамол - ГРЛС: Справочник РУ - Государственный реестр ...",aptekamos.ru | www.rlsnet.ru | www.rlsnet.ru | doctorzaharova.ru | medlib.net | www.webapteka.ru | yandex.ru | www.vidal.ru | www.rlsnet.ru | utamedc.com | grls.pharm-portal.ru | grls.pharm-portal.ru,"status=ok | Category=Drug | mnn=Парацетамол | RX_OTC=OTC | Age=Универсальный | Парацетамол является лекарственным средством (МНН: парацетамол) согласно данным Государственного реестра лекарственных средств (ГРЛС) и других источников. Препарат применяется для облегчения боли и снижения температуры у взрослых и детей (например, в инструкциях указаны…",otc,универсальный,False,redesign/artifacts/mnn_wave500_v3_searxng_raw.jsonl
9996,459,ПАРАЦЕТАМОЛ СУСП. Д/ПРИЕМА ВНУТРЬ ДЛЯ ДЕТЕЙ 120МГ/5МЛ ФЛ. 100МЛ СИНТЕЗ | СИНТЕЗ | СИНТЕЗ,Парацетамол,enrichment,ok,0,Парацетамол МНН ГРЛС | Парацетамол рецептурный безрецептурный ГРЛС | Парацетамол инструкция применение возраст дети взрослые,,https://aptekamos.ru/tovary/lekarstva/paracetamol-693/paracetamol-tabletki-120mg-6707/instrukciya | https://www.rlsnet.ru/drugs/paracetamol-920 | https://www.rlsnet.ru/drugs/paracetamol-920 | https://doctorzaharova.ru/blog/paratsetamol-instruktsiya-po-preparatu-primenenie-tsena-formy-vypuska-raschet-dozirovki-detyam-i-rekomendatsii-po-ispolzovaniyu | https://medlib.net/paracetamol-detskij.html | https://www.webapteka.ru/drugbase/name4789.html | https://yandex.ru/medicine/medicaments/paratsetamol | https://www.vidal.ru/drugs/paracetamol__12749 | https://medi.ru/instrukciya/paratsetamol-detskiy_22188/ | https://www.vidal.ru/drugs/paracetamol_children__6556 | https://grls.pharm-portal.ru/grls/4dd3ffbf-c653-45a2-9764-22c24ae028f8 | https://grls.pharm-portal.ru/grls/001f7fd8-86d2-4834-be6a-ddb84506c64c,"Инструкция Парацетамол таблетки 120мг: показания и противопоказания ... | Парацетамол — инструкция по применению, дозы, побочные действия ... | Парацетамол — инструкция по применению, дозы, побочные действия ... | Парацетамол. Инструкция по препарату, применение, цена, формы выпуска ... | Парацетамол детский − инструкция по применению, дозировка суспензии | Парацетамол — инструкция по применению, описание, вопросы по препарату | Парацетамол — инструкция по применению, противопоказания, побочные эффекты | Парацетамол инструкция по применению: показания, противопоказания ... | Парацетамол детский суспензия - Фармстандарт - официальная инструкция ... | Парацетамол детский инструкция по применению: показания ... | Парацетамол - ГРЛС: Справочник РУ - Государственный реестр ... | Парацетамол - ГРЛС: Справочник РУ - Государственный реестр ...",aptekamos.ru | www.rlsnet.ru | www.rlsnet.ru | doctorzaharova.ru | medlib.net | www.webapteka.ru | yandex.ru | www.vidal.ru | medi.ru | www.vidal.ru | grls.pharm-portal.ru | grls.pharm-portal.ru,"status=ok | Category=Drug | mnn=Парацетамол | RX_OTC=OTC | Age=Детский | Препарат Парацетамол является лекарственным средством (МНН: парацетамол). Согласно инструкции, он применяется для детей, дозировка рассчитывается в зависимости от возраста и массы тела (например, для детей от 3 до 12 месяцев - 2,5-5 мл, от 1 до 5 лет - 5-10 мл, от 5 до 12 лет -…",otc,дети,False,redesign/artifacts/mnn_wave500_v3_searxng_raw.jsonl
10005,459,ПАРАЦЕТАМОЛ РЕНЕВАЛ ТАБЛ. 500МГ №20 | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,Парацетамол,enrichment,ok,0,Парацетамол Реневал МНН ГРЛС | Парацетамол Реневал рецептурный безрецептурный ГРЛС | Парацетамол Реневал инструкция применение возраст дети взрослые,,https://aptekamos.ru/tovary/lekarstva/paracetamol-693/paracetamol-reneval-tabletki-500mg-107294/instrukciya | https://www.vidal.ru/drugs/paratsetamol-reneval | https://www.renewal.ru/upload/iblock/fff/%D0%9F%D0%B0%D1%80%D0%B0%D1%86%D0%B5%D1%82%D0%B0%D0%BC%D0%BE%D0%BB%20%D0%A0%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%D0%BB%20-%20%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D0%BF%D1%80%D0%B8%D0%BC%D0%B5%D0%BD%D0%B5%D0%BD%D0%B8%D1%8E.pdf | https://aptekamos.ru/tovary/lekarstva/paracetamol-693/paracetamol-reneval-tabletki-shipuchie-500mg-107295/instrukciya | https://www.rlsnet.ru/drugs/paracetamol-reneval-86469 | https://www.renewal.ru/upload/iblock/fff/%D0%9F%D0%B0%D1%80%D0%B0%D1%86%D0%B5%D1%82%D0%B0%D0%BC%D0%BE%D0%BB%20%D0%A0%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%D0%BB%20-%20%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D0%BF%D1%80%D0%B8%D0%BC%D0%B5%D0%BD%D0%B5%D0%BD%D0%B8%D1%8E.pdf | https://aptekamos.ru/tovary/lekarstva/paracetamol-693/paracetamol-reneval-tabletki-500mg-107294/instrukciya | https://medum.ru/paracetamol-reneval | https://www.vidal.ru/drugs/paratsetamol-reneval | https://www.renewal.ru/upload/iblock/4d3/7dkck5tkg3wv2j9uedbo5brd3c7vh3ye/Instruktsiya-Paratsetamol-Reneval-shipuchiy-500-mg.pdf | https://yandex.ru/medicine/medicaments/paratsetamol-reneval | https://www.vidal.ru/drugs/paratsetamol-reneval,"Инструкция Парацетамол Реневал таблетки 500мг: показания и ... | Парацетамол Реневал инструкция по применению: показания ... | PDF ИНСТРУКЦИЯ Парацетамол Реневал ПО МЕДИЦИНСК | Инструкция по применению Парацетамол Реневал таблетки шипучие 500мг ... | Парацетамол Реневал — инструкция по применению, дозы, побочные действия ... | PDF ИНСТРУКЦИЯ Парацетамол Реневал ПО МЕДИЦИНСК | Инструкция Парацетамол Реневал таблетки 500мг: показания и ... | Парацетамол Реневал — инструкция по применению | справочник ... | Парацетамол Реневал инструкция по применению: показания ... | PDF ИНСТРУКЦИЯ Парацетамол Реневал ПО МЕДИЦИНСК | Парацетамол Реневал — инструкция по применению, противопоказания ... | Парацетамол Реневал инструкция по применению: показания ...",aptekamos.ru | www.vidal.ru | www.renewal.ru | aptekamos.ru | www.rlsnet.ru | www.renewal.ru | aptekamos.ru | medum.ru | www.vidal.ru | www.renewal.ru | yandex.ru | www.vidal.ru,"status=ok | Category=Drug | mnn=Парацетамол | RX_OTC=OTC | Age=Универсальный | Парацетамол Реневал является лекарственным средством (препаратом) на основе парацетамола (МНН: парацетамол). Согласно инструкции, он применяется как жаропонижающее и болеутоляющее средство при респираторных инфекциях, включая простуду и грипп, а также после вакцинации…",otc,универсальный,False,redesign/artifacts/mnn_wave500_v3_searxng_raw.jsonl
10009,459,ПАРАЦЕТАМОЛ ДЕТСКИЙ СУСП. Д/ПРИЕМА ВНУТРЬ МАЛИНА 120МГ/5МЛ ФЛ. 100Г ФАРМСТАНДАРТ | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,Парацетамол,enrichment,ok,0,Парацетамол детский МНН ГРЛС | Парацетамол детский рецептурный безрецептурный ГРЛС | Парацетамол детский инструкция применение возраст дети взрослые,,https://www.lsgeotar.ru/drugs/paracetamol-for-children-BA5X | https://www.lsgeotar.ru/drugs/paracetamol-childrens-ACTe | https://medlib.net/paracetamol-detskij.html | https://www.vidal.ru/drugs/paracetamol_children__6556 | https://ozonpharm.ru/wp-content/uploads/2024/06/81364ebe41fed938b429c7be0dcdf96c-3.pdf | https://medi.ru/instrukciya/paratsetamol-detskiy_22188/ | https://medi.ru/instrukciya/paratsetamol-detskiy_22187/ | https://www.vidal.ru/drugs/paracetamol_children__6556 | https://www.neboleem.net/paracetamol-detskij.php | https://medlib.net/paracetamol-detskij.html | https://www.rlsnet.ru/drugs/paracetamol-detskii-26820 | https://www.pharmcontrol.ru/registry/drugs/9764/,"Парацетамол детский - Информация о препарате - ЛС ГЭОТАР | ПАРАЦЕТАМОЛ ДЕТСКИЙ - Информация о препарате - ЛС ГЭОТАР | Парацетамол детский − инструкция по применению, дозировка суспензии | Парацетамол детский инструкция по применению: показания ... | PDF Парацетамол детский инструкция | Парацетамол детский суспензия - Фармстандарт - официальная инструкция ... | Парацетамол детский суспензия - Кировская фармфабрика - официальная ... | Парацетамол детский инструкция по применению: показания ... | Парацетамол детский − инструкция по применению суспензии, дозировка | Парацетамол детский − инструкция по применению, дозировка суспензии | Парацетамол детский — инструкция по применению, дозы, побочные действия ... | Парацетамол детский - ГРЛС - Фармконтроль",www.lsgeotar.ru | www.lsgeotar.ru | medlib.net | www.vidal.ru | ozonpharm.ru | medi.ru | medi.ru | www.vidal.ru | www.neboleem.net | medlib.net | www.rlsnet.ru | www.pharmcontrol.ru,"status=ok | Category=Drug | mnn=Парацетамол | RX_OTC=OTC | Age=Детский | Препарат Парацетамол детский является лекарственным средством (ГРЛС). МНН - Парацетамол (источник: pharmcontrol.ru). Отпускается без рецепта (OTC) (источник: rlsnet.ru). Применяется у детей, начиная с 2-3 месяцев, в качестве жаропонижающего средства (источник: lsgeotar.ru,…",otc,дети,False,redesign/artifacts/mnn_wave500_v3_searxng_raw.jsonl
10097,459,ПАНТОКАЛЬЦИН ТАБЛ. 500МГ №50 | ВАЛЕНТА ФАРМ АО | ВАЛЕНТА ФАРМ АО,Гопантеновая кислота,enrichment,ok,0,ПАНТОКАЛЬЦИН МНН ГРЛС | ПАНТОКАЛЬЦИН рецептурный безрецептурный ГРЛС | ПАНТОКАЛЬЦИН инструкция применение возраст дети взрослые,,https://aptekamos.ru/tovary/lekarstva/gopantenovaya-kislota-233/pantokalcin-tabletki-250mg-28284/instrukciya | https://megapteka.ru/specials/guide_pantokalcin-instrukciya-po-2426 | https://edu-rosminzdrav.ru/pantokalcin-mnn/ | https://www.apteka-april.ru/product/6844-pantokalcin_tabletki_250mg_50 | https://www.vidal.ru/drugs/pantocalcin__3368 | https://www.rlsnet.ru/drugs/pantokalcin-20951 | https://pharmproduct.ru/drugs/pantokalcin | https://allmed.pro/ru/drugs/pantokalcin | https://allmed.pro/ru/drugs/pantogam | https://grls.rosminzdrav.ru/ | https://www.rlsnet.ru/drugs/pantokalcin-20951 | https://megapteka.ru/specials/guide_pantokalcin-instrukciya-po-2426,"Инструкция Пантокальцин таблетки 250мг: показания и противопоказания ... | Пантокальцин инструкция по применению, цена: От чего помогает, побочные ... | Пантокальцин мнн - edu-rosminzdrav.ru | Пантокальцин таблетки 250мг №50 купить в аптеках Апрель, инструкция по ... | Пантокальцин инструкция по применению: показания, противопоказания ... | Пантокальцин — инструкция по применению, дозы, побочные действия ... | Пантокальцин — инструкция по применению, аналоги | PharmProduct | Пантокальцин рецепт, инструкция по применению, показания, аналоги, состав | Пантогам рецепт, инструкция по применению, показания, аналоги, состав | rosminzdrav.ru | Пантокальцин — инструкция по применению, дозы, побочные действия ... | Пантокальцин: инструкция по применению",aptekamos.ru | megapteka.ru | edu-rosminzdrav.ru | www.apteka-april.ru | www.vidal.ru | www.rlsnet.ru | pharmproduct.ru | allmed.pro | allmed.pro | grls.rosminzdrav.ru | www.rlsnet.ru | megapteka.ru,"status=ok | Category=Drug | mnn=Гопантеновая кислота | RX_OTC=RX | Age=Универсальный | Пантокальцин — лекарственный препарат, зарегистрированный в Государственном реестре лекарственных средств (ГРЛС). Его МНН — гопантеновая кислота (источник: pharmproduct.ru). Препарат обладает ноотропным и противосудорожным действием, повышает устойчивость мозга к гипоксии и…",rx,универсальный,False,redesign/artifacts/mnn_wave500_v3_searxng_raw.jsonl
11272,459,НООТРОП КАПС. №48 | ВИС ООО | ВИС ООО,,,ok,0,НООТРОП МНН ГРЛС | НООТРОП рецептурный безрецептурный ГРЛС | НООТРОП инструкция применение возраст дети взрослые,,https://www.rlsnet.ru/drugs/nootropil-65 | https://www.vidal.ru/drugs/nootropil__606 | https://www.neboleem.net/nootrop.php | https://www.vidal.ru/drugs/nootropil__607 | https://aptekamos.ru/tovary/lekarstva/piracetam-726/nootropil-tabletki-1200mg-7002/instrukciya | https://www.asna.ru/product/nootrop/instruction/ | https://medvisor.ru/medicine/drug/nootropil_37307/ | https://apteka-april.ru/product/89497-nootrop_kapsuly_48 | https://grls.rosminzdrav.ru/ | https://www.neboleem.net/nootrop.php | https://www.vidal.ru/drugs/clinic-pointer/02.15.01 | https://www.asna.ru/product/nootrop/instruction/,"Ноотропил — инструкция по применению, дозы, побочные действия, аналоги ... | Ноотропил инструкция по применению: показания, противопоказания ... | Таблетки Ноотроп - инструкция, состав, отзывы | Ноотропил инструкция по применению: показания, противопоказания ... | Инструкция Ноотропил таблетки 1200мг: показания и противопоказания ... | Ноотроп инструкция по применению, состав, побочные эффекты, показания ... | Ноотропил®: инструкция по применению, аналоги | МедВизор | Ноотроп капсулы №48 купить в аптеках Апрель, инструкция по применению | rosminzdrav.ru | Таблетки Ноотроп - инструкция, состав, отзывы | Ноотропные препараты - список препаратов из 02.15.01 входит в группу ... | Ноотроп инструкция по применению, состав, побочные эффекты, показания ...",www.rlsnet.ru | www.vidal.ru | www.neboleem.net | www.vidal.ru | aptekamos.ru | www.asna.ru | medvisor.ru | apteka-april.ru | grls.rosminzdrav.ru | www.neboleem.net | www.vidal.ru | www.asna.ru,"status=ok | Category=BAS | RX_OTC=not applicable | Age=Универсальный | Согласно найденным источникам, препарат «Ноотроп» является биологически активной добавкой (БАД), а не лекарственным средством. Например, на сайте neboleem.net указано, что «Ноотроп - нелекарственный препарат, относящийся к классу биологически активных добавок», а на asna.ru…",unknown,универсальный,True,redesign/artifacts/mnn_wave500_v3_searxng_raw.jsonl
12389,459,"МЯТЫ ПЕРЕЧНОЙ ЛИСТЬЯ Ф/П 1,5Г №20 ЗДОРОВЬЕ | ЗДОРОВЬЕ ФИРМА ООО | ЗДОРОВЬЕ ФИРМА ООО",,,ok_partial,2,Мяты перечной листья МНН ГРЛС | Мяты перечной листья рецептурный безрецептурный ГРЛС | Мяты перечной листья инструкция применение возраст дети взрослые,,https://www.lsgeotar.ru/drugs/peppermint-leaves-AGrj | https://allmed.pro/ru/drugs/mjaty-perechnoj-listja | https://www.vidal.ru/drugs/menthae_piperitae_folia__34177 | https://medum.ru/myaty-perechnoj-listya | https://www.vidal.ru/drugs/menthae_piperitae_folia__34177 | https://medum.ru/listya-myaty-perechnoy | https://medi.ru/instrukciya/myaty-perechnoy-listya_21404/ | https://health.mail.ru/drug/myaty-perechnoy-listya/ | https://zdesapteka.ru/instructions/myaty-perechnoy-listya/ | https://medi.ru/instrukciya/myaty-perechnoy-listya_21407/ | https://www.rlsnet.ru/drugs/myaty-perecnoi-listya-5753 | https://medvestnik.ru/ls/a0e3f218-ca42-497c-9c19-5c2a46e3f87f.html,"Мяты перечной листья - Информация о препарате - ЛС ГЭОТАР | Мяты перечной листья рецепт, инструкция по применению, показания ... | Мяты перечной листья инструкция по применению: показания ... | Мяты перечной листья — инструкция по применению | справочник ... | Мяты перечной листья инструкция по применению: показания ... | Мяты перечной листья — инструкция по применению | справочник ... | Мяты перечной листья измельченные - Лек С+ - официальная инструкция по ... | Мяты перечной листья None - инструкция по применению, цена, дозировки ... | Инструкция по применению Мяты перечной листья | Мяты перечной листья порошок - Фитофарм - официальная инструкция по ... | Мяты перечной листья — инструкция по применению, дозы, побочные ... | Мяты перечной листья: инструкция по применению, классификация",www.lsgeotar.ru | allmed.pro | www.vidal.ru | medum.ru | www.vidal.ru | medum.ru | medi.ru | health.mail.ru | zdesapteka.ru | medi.ru | www.rlsnet.ru | medvestnik.ru,"status=ok_partial | Category=Drug | RX_OTC=OTC | Age=Универсальный | Мяты перечной листья — лекарственное средство растительного происхождения. Согласно инструкциям, настой обладает спазмолитическим, успокаивающим, желчегонным, противорвотным и местнораздражающим действием (источники: lsgeotar.ru, vidal.ru). Препарат применяется внутрь 2-3 раза…",otc,универсальный,True,redesign/artifacts/mnn_wave500_v3_searxng_raw.jsonl
12495,459,МУКОСАТ МАЗЬ Д/НАРУЖ. ПРИМ. 5% ТУБА 30Г | ЗЕЛЕНАЯ ДУБРАВА ЗАО | ЗЕЛЕНАЯ ДУБРАВА ЗАО,Хондроитина Сульфат Натрия,enrichment,ok,0,Мукосат МНН ГРЛС | Мукосат рецептурный безрецептурный ГРЛС | Мукосат инструкция применение возраст дети взрослые,,https://www.rlsnet.ru/drugs/mukosat-5398 | https://diamed-pharma.ru/content/catalogfile/mukosat/mukosat-maz.pdf | https://www.vidal.ru/drugs/mucosat__18528 | https://allmed.pro/ru/drugs/mukosat | https://www.rlsnet.ru/drugs/mukosat-5398 | https://www.vidal.ru/drugs/mucosat__18528 | https://zdesapteka.ru/instructions/mukosat/ | https://medum.ru/mukosat | https://www.vidal.ru/drugs/mucosat__18528 | https://www.rlsnet.ru/drugs/mukosat-5398 | https://mukosat.ru/instruction-mukosat-solutionforinjection/ | https://health.mail.ru/drug/mukosat-1/,"Мукосат — инструкция по применению, дозы, побочные действия, аналоги ... | PDF МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ ИНСТРУКЦИЯ П | Мукосат инструкция по применению: показания, противопоказания, побочное ... | Мукосат рецепт, инструкция по применению, показания, аналоги, состав | Мукосат — инструкция по применению, дозы, побочные действия, аналоги ... | Мукосат инструкция по применению: показания, противопоказания, побочное ... | Инструкция по применению Мукосат®, показания, состав, аналоги | Мукосат — инструкция по применению | справочник лекарственных ... | Мукосат инструкция по применению: показания, противопоказания, побочное ... | Мукосат — инструкция по применению, дозы, побочные действия, аналоги ... | Мукосат инъекции — инструкция, состав, способ применения | Мукосат мазь - инструкция по применению, цена, дозировки, аналоги ...",www.rlsnet.ru | diamed-pharma.ru | www.vidal.ru | allmed.pro | www.rlsnet.ru | www.vidal.ru | zdesapteka.ru | medum.ru | www.vidal.ru | www.rlsnet.ru | mukosat.ru | health.mail.ru,"status=ok | Category=Drug | mnn=хондроитина сульфат натрия | RX_OTC=RX | Age=Взрослый | Мукосат мазь 5% содержит действующее вещество хондроитина сульфат натрия (0,05 г на 1 г мази) (источник: https://diamed-pharma.ru/content/catalogfile/mukosat/mukosat-maz.pdf). Препарат относится к лекарственным средствам, влияющим на фосфорно-кальциевый обмен в хрящевой ткани,…",rx,взрослые,False,redesign/artifacts/mnn_wave500_v3_searxng_raw.jsonl
13533,459,МЕЛЬДОНИЙ КАПС. 500МГ №60 ФАРМСТАНДАРТ | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,Мельдоний,enrichment,ok,0,МЕЛЬДОНИЙ МНН ГРЛС | МЕЛЬДОНИЙ рецептурный безрецептурный ГРЛС | МЕЛЬДОНИЙ инструкция применение возраст дети взрослые,,https://grls.rosminzdrav.ru/ | https://allmed.pro/ru/drugs/meldonij | https://grls.rosminzdrav.ru/ | https://www.vidal.ru/drugs/meldonium__20587 | https://www.rlsnet.ru/drugs/meldonii-35454 | https://medum.ru/meldonium | https://www.asna.ru/product/meldoniy/instruction/ | https://www.vidal.ru/drugs/meldonium | https://health.mail.ru/drug/meldoniy/ | https://medspravochnik.com/drugs/serdechnye-preparaty/meldoniy/ | https://megapteka.ru/specials/guide_meldonij-instrukciya-po-5926 | https://www.pharmcontrol.ru/registry/drugs/12134/,"rosminzdrav.ru | Мельдоний рецепт, инструкция по применению, показания, аналоги, состав | rosminzdrav.ru | Мельдоний инструкция по применению: показания, противопоказания ... | Мельдоний — инструкция по применению, дозы, побочные действия, аналоги ... | Мельдоний — инструкция по применению | Medum.ru | Мельдоний инструкция по применению, состав, побочные эффекты, показания ... | Мельдоний инструкция по применению: показания, противопоказания ... | МЕЛЬДОНИЙ капсулы - инструкция по применению, цена, дозировки, аналоги ... | Мельдоний — инструкция по применению, показания, дозировки и побочные ... | Мельдоний инструкция по применению: Состав, для чего принимают ... | Мельдоний - ГРЛС - Фармконтроль",grls.rosminzdrav.ru | allmed.pro | grls.rosminzdrav.ru | www.vidal.ru | www.rlsnet.ru | medum.ru | www.asna.ru | www.vidal.ru | health.mail.ru | medspravochnik.com | megapteka.ru | www.pharmcontrol.ru,"status=ok | Category=Drug | mnn=Мельдоний | RX_OTC=RX | Age=Взрослый | Мельдоний является лекарственным средством (МНН: Мельдоний) согласно данным Государственного реестра лекарственных средств (ГРЛС) и других источников. В инструкции по применению указано, что капсулы противопоказаны детям и подросткам до 18 лет, что подтверждает его применение…",rx,взрослые,False,redesign/artifacts/mnn_wave500_v3_searxng_raw.jsonl
13616,459,"МЕЛИССЫ ЛЕКАРСТВЕННОЙ ТРАВА Ф/П 1,5Г №20 ЗДОРОВЬЕ | ЗДОРОВЬЕ ФИРМА ООО | ЗДОРОВЬЕ ФИРМА ООО",Melissae officinalis herba,enrichment,ok,0,МЕЛИССЫ ЛЕКАРСТВЕННОЙ ТРАВА МНН ГРЛС | МЕЛИССЫ ЛЕКАРСТВЕННОЙ ТРАВА рецептурный безрецептурный ГРЛС | МЕЛИССЫ ЛЕКАРСТВЕННОЙ ТРАВА инструкция применение возраст дети взрослые,,https://www.vidal.ru/drugs/melissae_officinalis_herba__30679 | https://medum.ru/melissa-officinalis | https://medum.ru/trava-melissy-lekarstvennoj | https://medvisor.ru/medicine/drug/melissy-lekarstvennoy-trava_36103/ | https://www.vidal.ru/drugs/melissae_officinalis_herba__30679 | https://medum.ru/trava-melissy-lekarstvennoj | https://allmed.pro/drugs/melissy-lekarstvennoj-trava | https://medi.ru/instrukciya/melissy-lekarstvennoj-trava_496/ | https://medvestnik.ru/ls/a0e3fcad-d504-45d1-ae21-59dced8e590f.html | https://www.vidal.ru/drugs/melissae_officinalis_herba__30679 | https://medum.ru/melissa-officinalis | https://medi.ru/instrukciya/melissy-lekarstvennoj-trava_496/,"Мелиссы лекарственной трава инструкция по применению: показания ... | Мелиссы лекарственной трава — инструкция по применению | Medum.ru | Мелиссы лекарственной трава — инструкция по применению | справочник ... | Мелиссы лекарственной трава: инструкция по применению, аналоги | МедВизор | Мелиссы лекарственной трава инструкция по применению: показания ... | Мелиссы лекарственной трава — инструкция по применению | справочник ... | Мелиссы лекарственной трава рецепт, инструкция по применению, показания ... | Мелиссы лекарственной трава - инструкция по применению | Мелиссы лекарственной трава: инструкция по применению, классификация ... | Мелиссы лекарственной трава инструкция по применению: показания ... | Мелиссы лекарственной трава — инструкция по применению | Medum.ru | Мелиссы лекарственной трава - инструкция по применению",www.vidal.ru | medum.ru | medum.ru | medvisor.ru | www.vidal.ru | medum.ru | allmed.pro | medi.ru | medvestnik.ru | www.vidal.ru | medum.ru | medi.ru,"status=ok | Category=Drug | mnn=Melissae officinalis herba | RX_OTC=OTC | Age=Взрослый | Мелиссы лекарственной трава является лекарственным растительным сырьем (сырье растительное измельченное). Согласно инструкции, настой травы оказывает мягкое успокаивающее действие и обладает умеренными спазмолитическими свойствами. Применяется у взрослых при повышенной…",otc,взрослые,False,redesign/artifacts/mnn_wave500_v3_searxng_raw.jsonl
15070,459,ЛИЗИНОПРИЛ ТАБЛ. 5МГ №30 БИОХИМИК | БИОХИМИК АО | БИОХИМИК АО,Лизиноприл,enrichment,ok,0,Лизиноприл МНН ГРЛС | Лизиноприл рецептурный безрецептурный ГРЛС | Лизиноприл инструкция применение возраст дети взрослые,,https://aptekamos.ru/tovary/lekarstva/lizinopril-483/lizinopril-tabletki-2-5mg-45536/instrukciya | https://www.vidal.ru/drugs/lisinopril__13042 | https://allmed.pro/ru/drugs/lizinopril | https://www.rlsnet.ru/drugs/lizinopril-25120 | https://www.vidal.ru/drugs/lisinopril__13042 | https://www.vidal.ru/drugs/lisinopril__13042 | https://www.rlsnet.ru/drugs/lizinopril-25120 | https://www.vidal.ru/drugs/lisinopril__5200 | https://medi.ru/instrukciya/lizinopril-obl_20823/ | https://aptekamos.ru/tovary/lekarstva/lizinopril-483/lizinopril-tabletki-2-5mg-45536/instrukciya | https://medspravochnik.com/drugs/antigipertenzivnye/lizinopril/ | https://yandex.ru/medicine/medicaments/lizinopril,"Инструкция Лизиноприл таблетки 2,5мг: показания и противопоказания ... | Лизиноприл инструкция по применению: показания, противопоказания ... | Лизиноприл рецепт, инструкция по применению, показания, аналоги, состав | Лизиноприл — инструкция по применению, дозы, побочные действия, аналоги ... | Лизиноприл инструкция по применению: показания, противопоказания ... | Лизиноприл инструкция по применению: показания, противопоказания ... | Лизиноприл — инструкция по применению, дозы, побочные действия, аналоги ... | Лизиноприл инструкция по применению: показания, противопоказания ... | Лизиноприл-obl - Инструкция По Применению | Инструкция Лизиноприл таблетки 2,5мг: показания и противопоказания ... | Лизиноприл — инструкция по применению, показания, дозировки и побочные ... | Лизиноприл — инструкция по применению, противопоказания, побочные эффекты",aptekamos.ru | www.vidal.ru | allmed.pro | www.rlsnet.ru | www.vidal.ru | www.vidal.ru | www.rlsnet.ru | www.vidal.ru | medi.ru | aptekamos.ru | medspravochnik.com | yandex.ru,"status=ok | Category=Drug | mnn=Лизиноприл | RX_OTC=RX | Age=Универсальный | Лизиноприл является лекарственным средством (МНН: Лизиноприл) и относится к ингибиторам АПФ. Согласно инструкции, он применяется для снижения артериального давления и уменьшения альбуминурии. Препарат отпускается по рецепту (в ГРЛС указано ""По рецепту""). Инструкция для взрослых…",rx,универсальный,False,redesign/artifacts/mnn_wave500_v3_searxng_raw.jsonl
