product_id,run_id_source,normalized_text,product_kind,attr_mnn,attr_rx_otc,mnn_uteka,rx_uteka,mnn_asna,rx_asna,mnn_apteka,rx_apteka,mnn_vidal,rx_vidal,source_canonical_json,component_stats_json,resolved_mnn,resolved_mnn_components,mnn_resolution_status,resolution_reason,resolved_rx_otc,resolved_age_segment,needs_mnn_enrichment,enrichment_called,mnn_enrichment_status,mnn_enriched,rx_otc_enriched,age_enriched,final_candidate_mnn,needs_human_review,evidence_urls,enrichment_retried,enrichment_retry_query
13653,356,МЕКСИКОР Р-Р ДЛЯ В/В В/М ВВЕД. 50МГ/МЛ АМП. 2МЛ №10 ФЕРМЕНТ | ФЕРМЕНТ ФИРМА ООО | ФЕРМЕНТ ФИРМА ООО,drug,,rx,Этилметилгидроксипиридина сукцинат,rx,Этилметилгидроксипиридина сукцинат,rx,,,Этилметилгидроксипиридина сукцинат,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Этилметилгидроксипиридина сукцинат"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Этилметилгидроксипиридина сукцинат""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Этилметилгидроксипиридина сукцинат"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Этилметилгидроксипиридина сукцинат""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Этилметилгидроксипиридина сукцинат"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Этилметилгидроксипиридина сукцинат""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Этилметилгидроксипиридина сукцинат"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Этилметилгидроксипиридина сукцинат,Этилметилгидроксипиридина сукцинат,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Этилметилгидроксипиридина сукцинат,False,,,
13659,356,МЕКСИДОЛ ТАБЛ. П/ПЛЕН/ОБ. 125МГ №50 | ЗИО-ЗДОРОВЬЕ ЗАО | ЗИО-ЗДОРОВЬЕ ЗАО,drug,,rx,Этилметилгидроксипиридина сукцинат,rx,Этилметилгидроксипиридина сукцинат,rx,,,Этилметилгидроксипиридина сукцинат,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Этилметилгидроксипиридина сукцинат"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Этилметилгидроксипиридина сукцинат""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Этилметилгидроксипиридина сукцинат"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Этилметилгидроксипиридина сукцинат""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Этилметилгидроксипиридина сукцинат"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Этилметилгидроксипиридина сукцинат""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Этилметилгидроксипиридина сукцинат"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Этилметилгидроксипиридина сукцинат,Этилметилгидроксипиридина сукцинат,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Этилметилгидроксипиридина сукцинат,False,,,
13664,356,МЕКСИДОЛ Р-Р ДЛЯ В/В В/М ВВЕД. 50МГ/МЛ АМП. 5МЛ №10 ЭЛЛАРА | ЭЛЛАРА ООО | ЭЛЛАРА ООО,drug,,rx,Этилметилгидроксипиридина сукцинат,rx,Этилметилгидроксипиридина сукцинат,rx,,,Этилметилгидроксипиридина сукцинат,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Этилметилгидроксипиридина сукцинат"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Этилметилгидроксипиридина сукцинат""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Этилметилгидроксипиридина сукцинат"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Этилметилгидроксипиридина сукцинат""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Этилметилгидроксипиридина сукцинат"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Этилметилгидроксипиридина сукцинат""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Этилметилгидроксипиридина сукцинат"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Этилметилгидроксипиридина сукцинат,Этилметилгидроксипиридина сукцинат,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Этилметилгидроксипиридина сукцинат,False,,,
14103,357,МАЛЬВАЦИД СУСП. Д/ПРИЕМА ВНУТРЬ ПАК. 15МЛ №20 | АВВА РУС АО | АВВА РУС АО,drug,,безрецептурный,Алгелдрат + Бензокаин + Магния гидроксид,otc,,,,,Магния гидроксид,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Алгелдрат + Бензокаин + Магния гидроксид"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Алгелдрат"", ""Бензокаин"", ""Магния гидроксид""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Магния гидроксид"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Магния гидроксид""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Магния гидроксид"", ""source_count"": 2, ""sources"": [""uteka"", ""vidal""]}, {""component"": ""Алгелдрат"", ""source_count"": 1, ""sources"": [""uteka""]}, {""component"": ""Бензокаин"", ""source_count"": 1, ""sources"": [""uteka""]}]","Магния гидроксид, Алгелдрат, Бензокаин","Магния гидроксид, Алгелдрат, Бензокаин",resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,"Магния гидроксид, Алгелдрат, Бензокаин",False,,,
14162,357,МАКСИКОЛД РИНО ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ АПЕЛЬСИН ПАК. 15Г №10 | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,drug,,otc,Парацетамол + Фенилэфрин + Фенирамин + Аскорбиновая кислота,otc,Парацетамол+Фенилэфрин+Фенирамин+Аскорбиновая кислота,otc,,,,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Парацетамол + Фенилэфрин + Фенирамин + Аскорбиновая кислота"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Парацетамол"", ""Фенилэфрин"", ""Фенирамин"", ""Аскорбиновая кислота""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Парацетамол+Фенилэфрин+Фенирамин+Аскорбиновая кислота"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Парацетамол"", ""Фенилэфрин"", ""Фенирамин"", ""Аскорбиновая кислота""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": null, ""field_type"": ""unknown"", ""canonical_components"": [], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Аскорбиновая кислота"", ""source_count"": 2, ""sources"": [""uteka"", ""asna""]}, {""component"": ""Парацетамол"", ""source_count"": 2, ""sources"": [""uteka"", ""asna""]}, {""component"": ""Фенилэфрин"", ""source_count"": 2, ""sources"": [""uteka"", ""asna""]}, {""component"": ""Фенирамин"", ""source_count"": 2, ""sources"": [""uteka"", ""asna""]}]","Аскорбиновая кислота, Парацетамол, Фенилэфрин, Фенирамин","Аскорбиновая кислота, Парацетамол, Фенилэфрин, Фенирамин",resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,"Аскорбиновая кислота, Парацетамол, Фенилэфрин, Фенирамин",False,,,
14492,357,Л-ТИРОКСИН ТАБЛ. 100МКГ №50 ОЗОН | ОЗОН ООО | ОЗОН ООО,drug,,rx,Левотироксин натрия,rx,Левотироксин натрия,rx,,,Левотироксин натрия,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Левотироксин натрия"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Левотироксин натрия""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Левотироксин натрия"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Левотироксин натрия""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Левотироксин натрия"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Левотироксин натрия""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Левотироксин натрия"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Левотироксин натрия,Левотироксин натрия,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Левотироксин натрия,False,,,
14577,358,ЛОРТЕНЗА ТАБЛ. П/ПЛЕН/ОБ. 10МГ+100МГ №90 | КРКА-РУС ООО | КРКА-РУС ООО,drug,,рецептурный,,,Амлодипин + Лозартан,rx,,,Лозартан,rx,"[{""source"": ""asna"", ""raw_mnn"": ""Амлодипин + Лозартан"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Амлодипин"", ""Лозартан""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Лозартан"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Лозартан""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Лозартан"", ""source_count"": 2, ""sources"": [""asna"", ""vidal""]}, {""component"": ""Амлодипин"", ""source_count"": 1, ""sources"": [""asna""]}]","Лозартан, Амлодипин","Лозартан, Амлодипин",resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,"Лозартан, Амлодипин",False,,,
15560,359,ЛЕККЕР БРИЛЛИАНТОВЫЙ ЗЕЛЕНЫЙ Р-Р 1% ФЛ. С КИСТЬЮ 20МЛ | ЛЕККЕР ЗАО | ЛЕККЕР ЗАО,drug,Бриллиантовый зелёный,otc,Йод + [Калия йодид + Этанол],otc,Йод,otc,,,,,"[{""source"": ""uteka"", ""raw_mnn"": ""Йод + [Калия йодид + Этанол]"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Йод"", ""Калия йодид"", ""Этанол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Йод"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Йод""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Йод"", ""source_count"": 2, ""sources"": [""uteka"", ""asna""]}, {""component"": ""Калия йодид"", ""source_count"": 1, ""sources"": [""uteka""]}, {""component"": ""Этанол"", ""source_count"": 1, ""sources"": [""uteka""]}]","Йод, Калия йодид, Этанол","Йод, Калия йодид, Этанол",resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,"Йод, Калия йодид, Этанол",False,,,
15745,359,ЛЕВОФЛОКСАЦИН РЕНЕВАЛ ТАБЛ. П/ПЛЕН/ОБ. 500МГ №10 | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,drug,левофлоксацин,rx,Метамизол натрия,otc,Парацетамол,otc,"Ацетилсалициловая кислота, Аскорбиновая кислота",,Розувастатин,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Метамизол натрия"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Метамизол натрия""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Ацетилсалициловая кислота, Аскорбиновая кислота"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Ацетилсалициловая кислота"", ""Аскорбиновая кислота""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Парацетамол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Парацетамол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Розувастатин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Розувастатин""], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,equal_conflict,otc,unknown,True,True,ok,Левофлоксацин,rx,взрослые,Левофлоксацин,False,https://medum.ru/levofloxacin-reneval | https://aptekamos.ru/tovary/lekarstva/levofloksacin-6630/levofloksacin-reneval-tabletki-500mg-109663/instrukciya | https://yandex.ru/medicine/medicaments/levofloksatsin-reneval | https://www.vidal.ru/drugs/levofloksatsin-reneval | https://medum.ru/levofloksacin-reneval | https://health.mail.ru/drug/levofloksatsin_reneval/ | https://aptekamos.ru/tovary/lekarstva/levofloksacin-6630/levofloksacin-reneval-tabletki-500mg-109663/instrukciya | https://www.webapteka.ru/drugbase/name74336.html | https://yandex.ru/medicine/medicaments/levofloksatsin-reneval | https://www.rlsnet.ru/drugs/levofloksacin-reneval-89012 | https://www.vidal.ru/drugs/levofloksatsin-reneval | https://zdravmedinform.ru/grls/reg-lp-001508-rg-ru.html | https://grls.pharm-portal.ru/grls/ac2c28fe-beb9-4b7c-ad26-593830e4392e | https://www.renewal.ru/products/levofloksatsin-reneval-500-mg-10/ | https://www.renewal.ru/products/levofloksatsin-reneval-500-mg-10/ | https://www.renewal.ru/products/levofloksatsin-reneval-500-mg-5/,True,ЛЕВОФЛОКСАЦИН РЕНЕВАЛ ТАБЛ. П/ПЛЕН/ОБ. 500МГ №10 | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО
15757,359,ЛЕВОФЛОКСАЦИН-АКРИХИН ТАБЛ. П/ПЛЕН/ОБ. 500МГ №5 | АДИФАРМ ЕАД | АДИФАРМ ЕАД,drug,Левофлоксацин,rx,Левофлоксацин,rx,,,,,Левофлоксацин,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Левофлоксацин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Левофлоксацин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Левофлоксацин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Левофлоксацин""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Левофлоксацин"", ""source_count"": 2, ""sources"": [""uteka"", ""vidal""]}]",Левофлоксацин,Левофлоксацин,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Левофлоксацин,False,,,
15797,359,ЛЕВОКАРНИТИН Р-Р ДЛЯ В/В И В/М 100МГ/МЛ АМП. 5МЛ №10 ВЕЛФАРМ | Велфарм ООО | Велфарм ООО,drug,Левокарнитин,rx,Левокарнитин,rx,,,,,,,"[{""source"": ""uteka"", ""raw_mnn"": ""Левокарнитин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Левокарнитин""], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,single_source,unknown,unknown,True,True,ok,Левокарнитин,rx,универсальный,Левокарнитин,False,https://aptekamos.ru/tovary/lekarstva/levokarnitin-475/levokarnitin-rastvor-dlya-inekciyo-100mg-ml-5ml-105954/instrukciya | https://www.vidal.ru/drugs/molecule/601 | https://grls.rosminzdrav.ru/ | https://www.vidal.ru/drugs/levocarnitine-3 | https://www.rlsnet.ru/drugs/levokarnitin-44489 | https://medum.ru/levokarnitin | https://medspravochnik.com/drugs/serdechnye-preparaty/levokarnitin/ | https://bookmed.narket.ru/substance/levokarnitin-1015 | https://megapteka.ru/specials/guide_levokarnitin-instrukciya-po-2858 | https://health.mail.ru/drug/levokarnitin/ | https://aptekamos.ru/tovary/lekarstva/levokarnitin-475/levokarnitin-rastvor-dlya-inekciyo-100mg-ml-5ml-105954/instrukciya | https://www.pharmcontrol.ru/reference/inn/1967/ | https://www.pharmcontrol.ru/registry/drugs/6977/ | https://grls.pharm-portal.ru/grls/6671f8ed-5af5-4eca-838c-366dcd95433a | https://zdravmedinform.ru/grls/reg-lp-014976-rg-ru.html | https://zdravmedinform.ru/grls/reg-fs-000564.html,True,ЛЕВОКАРНИТИН Р-Р ДЛЯ В/В И В/М 100МГ/МЛ АМП. 5МЛ №10 ВЕЛФАРМ | Велфарм ООО | Велфарм ООО
15921,359,ЛАРИГАМА Р-Р ДЛЯ В/М ВВЕД. АМП. 2МЛ №10 | ГРОТЕКС ООО | ГРОТЕКС ООО,drug,,рецептурный,Пиридоксин + Тиамин + Цианокобаламин + [Лидокаин],rx,Пиридоксин* + Тиамин* + Цианокобаламин* + Лидокаин,rx,,,,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Пиридоксин + Тиамин + Цианокобаламин + [Лидокаин]"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Пиридоксин"", ""Тиамин"", ""Цианокобаламин"", ""[Лидокаин]""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Пиридоксин* + Тиамин* + Цианокобаламин* + Лидокаин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Пиридоксин"", ""Тиамин"", ""Цианокобаламин"", ""Лидокаин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": null, ""field_type"": ""unknown"", ""canonical_components"": [], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Лидокаин"", ""source_count"": 2, ""sources"": [""uteka"", ""asna""]}, {""component"": ""Пиридоксин"", ""source_count"": 2, ""sources"": [""uteka"", ""asna""]}, {""component"": ""Тиамин"", ""source_count"": 2, ""sources"": [""uteka"", ""asna""]}, {""component"": ""Цианокобаламин"", ""source_count"": 2, ""sources"": [""uteka"", ""asna""]}]","Лидокаин, Пиридоксин, Тиамин, Цианокобаламин","Лидокаин, Пиридоксин, Тиамин, Цианокобаламин",resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,"Лидокаин, Пиридоксин, Тиамин, Цианокобаламин",False,,,
15949,359,ЛАМОЛЕП ТАБЛ. 50МГ №30 | ГЕДЕОН РИХТЕР ОАО/ГЕДЕОН РИХТЕР-РУС АО | ГЕДЕОН РИХТЕР ОАО/ГЕДЕОН РИХТЕР-РУС АО,drug,,рецептурный,Ламотриджин,rx,Ламотриджин,rx,,,Ламотриджин,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Ламотриджин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Ламотриджин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Ламотриджин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Ламотриджин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Ламотриджин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Ламотриджин""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Ламотриджин"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Ламотриджин,Ламотриджин,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Ламотриджин,False,,,
15957,359,ЛАМИТОР ТАБЛ. 100МГ №50 | ТОРРЕНТ ФАРМАСЬЮТИКАЛС ЛТД | ТОРРЕНТ ФАРМАСЬЮТИКАЛС ЛТД,drug,,рецептурный,Ламотриджин,rx,Ламотриджин,rx,,,Ламотриджин,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Ламотриджин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Ламотриджин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Ламотриджин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Ламотриджин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Ламотриджин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Ламотриджин""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Ламотриджин"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Ламотриджин,Ламотриджин,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Ламотриджин,False,,,
16144,360,"ЛАЗОЛВАН Р-Р Д/ПРИЕМА ВНУТРЬ И ИНГАЛ. 7,5МГ/МЛ ФЛ-КАП. 100МЛ | ИНСТИТУТ ДЕ АНГЕЛИ С.Р.Л. | ИНСТИТУТ ДЕ АНГЕЛИ С.Р.Л.",drug,,безрецептурный,Амброксол,otc,Трамазолин,otc,,,Амброксол,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Амброксол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Амброксол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Трамазолин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Трамазолин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Амброксол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Амброксол""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Амброксол"", ""source_count"": 2, ""sources"": [""uteka"", ""vidal""]}]",Амброксол,Амброксол,resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,Амброксол,False,,,
16411,361,"КСИЛЕН КАПЛИ НАЗ. 0,1% ФЛ-КАП. 20МЛ №4 | ВЕРОФАРМ ООО | ВЕРОФАРМ ООО",drug,,otc,Ксилометазолин,otc,Ксилометазолин,otc,,,Декспантенол,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Ксилометазолин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Ксилометазолин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Ксилометазолин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Ксилометазолин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Декспантенол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Декспантенол""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Ксилометазолин"", ""source_count"": 2, ""sources"": [""uteka"", ""asna""]}]",Ксилометазолин,Ксилометазолин,resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,Ксилометазолин,False,,,
16419,361,КСИЗАЛ ТАБЛ. П/ПЛЕН/ОБ. 5МГ №10 | ЮСБ ФАРШИМ С.А. | ЮСБ ФАРШИМ С.А.,drug,,otc,Левоцетиризин,otc,Левоцетиризин,otc,,,Левоцетиризин,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Левоцетиризин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Левоцетиризин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Левоцетиризин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Левоцетиризин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Левоцетиризин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Левоцетиризин""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Левоцетиризин"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Левоцетиризин,Левоцетиризин,resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,Левоцетиризин,False,,,
16518,361,КРЕОН 25000 КАПС. КИШ/РАСТ. 25000ЕД №20 | ВЕРОФАРМ АО | ВЕРОФАРМ АО,drug,,rx,Панкреатин,otc,Панкреатин,otc,,,Панкреатин,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Панкреатин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Панкреатин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Панкреатин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Панкреатин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Панкреатин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Панкреатин""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Панкреатин"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Панкреатин,Панкреатин,resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,Панкреатин,False,,,
16640,361,КОСТАРОКС ТАБЛ. П/ПЛЕН/ОБ. 90МГ №28 | КАДИЛА ФАРМАСЬЮТИКАЛЗ ЛИМИТЕД | КАДИЛА ФАРМАСЬЮТИКАЛЗ ЛИМИТЕД,drug,,рецептурный,Эторикоксиб,rx,Эторикоксиб,rx,,,Эторикоксиб,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Эторикоксиб"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Эторикоксиб""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Эторикоксиб"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Эторикоксиб""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Эторикоксиб"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Эторикоксиб""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Эторикоксиб"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Эторикоксиб,Эторикоксиб,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Эторикоксиб,False,,,
16703,361,КОРДИАМИН КАПЛИ Д/ПРИЕМА ВНУТРЬ 25% ФЛ-КАП. 30МЛ ТЕХНОПАРК-ЦЕНТР | ТЕХНОПАРК-ЦЕНТР ООО | ТЕХНОПАРК-ЦЕНТР ООО,drug,,,Никетамид,otc,Никетамид,otc,,,Никетамид,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Никетамид"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Никетамид""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Никетамид"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Никетамид""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Никетамид"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Никетамид""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Никетамид"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Никетамид,Никетамид,resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,Никетамид,False,,,
