product_id,normalized_text,baseline_attr_mnn,input_explicit_mnn,input_explicit_mnn_confidence,identity_gate_status,previous_catalog_mnn,previous_enrichment_mnn,previous_enrichment_status,pass_action,new_enrichment_called,new_enrichment_status,retry_count,new_mnn_enriched,new_rx_otc_enriched,new_age_enriched,final_candidate_mnn,final_mnn_method,needs_human_review,evidence_urls,research_summary,raw_artifact_path,identity_enrichment_run_id,label_mnn,label_rx_otc,label_age,label_source_match,label_final_method,label_notes,final_rx_otc,final_age,final_rx_otc_method,final_rx_otc_stage,final_rx_otc_source,final_rx_otc_confidence,final_rx_otc_reason,final_age_method,final_age_stage,final_age_source,final_age_confidence,final_age_reason,sem_rx_otc,sem_age,catalog_rx_otc,catalog_age,previous_enrichment_rx_otc,previous_enrichment_age,identity_enrichment_rx_otc,identity_enrichment_age,rx_otc_candidates_json,age_candidates_json,label_rx_otc_notes,label_age_notes,needs_human_review_mnn,needs_human_review_rx_otc,needs_human_review_age,needs_human_review_any,review_priority,review_focus,audit_data_gaps
25982,АМЛОДИПИН ТАБЛ. 10МГ №30 РОЗЛЕКС | РОЗЛЕКС ФАРМ ООО | РОЗЛЕКС ФАРМ ООО,Амлодипин,Амлодипин,high,resolved_enrichment,,Амлодипин,ok,reuse_existing_enrichment,FALSE,,0,,,,Амлодипин,input_plus_enrichment,FALSE,,pass_action=reuse_existing_enrichment; identity_gate_already_used_enrichment,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461,correct,correct,incorrect,,,возрастной сегмент - взрослый,rx,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated RX/OTC=rx",previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=универсальный; weaker sources differ: sem_baseline=взрослые",rx,взрослые,,,rx,универсальный,,,"[{""value"": ""rx"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""rx"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]","[{""value"": ""универсальный"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",,,FALSE,FALSE,FALSE,FALSE,low,"[""mnn""]",catalog RX/OTC absent/unknown; catalog Age absent/unknown
16485,КРУШИНЫ КОРА Ф/П 2Г №20 ФИТО-БОТ | ФИТО-БОТ ФИРМА ООО | ФИТО-БОТ ФИРМА ООО,,,none,resolved_enrichment,,Крушины ольховидной кора,ok,reuse_existing_enrichment,FALSE,,0,,,,Крушины ольховидной кора,enrichment,FALSE,,pass_action=reuse_existing_enrichment; identity_gate_already_used_enrichment,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461,correct,correct,correct,,,,otc,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated RX/OTC=otc",previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=универсальный; weaker sources differ: sem_baseline=взрослые",otc,взрослые,,,otc,универсальный,,,"[{""value"": ""otc"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""otc"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]","[{""value"": ""универсальный"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",,,FALSE,FALSE,FALSE,FALSE,low,"[""mnn""]",catalog RX/OTC absent/unknown; catalog Age absent/unknown
7816,РОЗУВАСТАТИН ТАБЛ. П/ПЛЕН/ОБ. 20МГ №90 ОЗОН | ОЗОН ООО | ОЗОН ООО,Розувастатин,Розувастатин,high,resolved_enrichment,,Розувастатин,ok,reuse_existing_enrichment,FALSE,,0,,,,Розувастатин,input_plus_enrichment,FALSE,,pass_action=reuse_existing_enrichment; identity_gate_already_used_enrichment,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461,correct,correct,correct,,,,rx,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated RX/OTC=rx",previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=взрослые",rx,взрослые,,,rx,взрослые,,,"[{""value"": ""rx"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""rx"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]","[{""value"": ""взрослые"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",,,FALSE,FALSE,FALSE,FALSE,low,"[""mnn""]",catalog RX/OTC absent/unknown; catalog Age absent/unknown
5267,ТАМОКСИФЕН ТАБЛ. 20МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО,Тамоксифен,Тамоксифен,high,resolved_enrichment,,Тамоксифен,ok,reuse_existing_enrichment,FALSE,,0,,,,Тамоксифен,input_plus_enrichment,FALSE,,pass_action=reuse_existing_enrichment; identity_gate_already_used_enrichment,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461,correct,correct,correct,,,,rx,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated RX/OTC=rx",previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=взрослые",rx,взрослые,,,rx,взрослые,,,"[{""value"": ""rx"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""rx"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]","[{""value"": ""взрослые"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",,,FALSE,FALSE,FALSE,FALSE,low,"[""mnn""]",catalog RX/OTC absent/unknown; catalog Age absent/unknown
7858,РОЗУВАСТАТИН РЕНЕВАЛ ТАБЛ. П/ПЛЕН/ОБ. 10МГ №30 | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,Розувастатин,Розувастатин,high,resolved_enrichment,,Розувастатин,ok,reuse_existing_enrichment,FALSE,,0,,,,Розувастатин,input_plus_enrichment,FALSE,,pass_action=reuse_existing_enrichment; identity_gate_already_used_enrichment,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461,correct,correct,correct,,,,rx,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated RX/OTC=rx",previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=взрослые",rx,взрослые,,,rx,взрослые,,,"[{""value"": ""rx"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""rx"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]","[{""value"": ""взрослые"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",,,FALSE,FALSE,FALSE,FALSE,low,"[""mnn""]",catalog RX/OTC absent/unknown; catalog Age absent/unknown
8055,РИМАСОПТ ВМ КАПЛИ ГЛАЗНЫЕ 2МГ/МЛ+5МГ/МЛ ФЛ. 5МЛ №1 | Уорлд медицин илач сан. ве тидж. Аш | Уорлд медицин илач сан. ве тидж. Аш,,,none,resolved_enrichment,,"Бримонидин, Тимолол",ok,reuse_existing_enrichment,FALSE,,0,,,,"Бримонидин, Тимолол",enrichment,FALSE,,pass_action=reuse_existing_enrichment; identity_gate_already_used_enrichment,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461,correct,correct,correct,,,,rx,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated RX/OTC=rx",previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=взрослые",rx,,,,rx,взрослые,,,"[{""value"": ""rx"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""rx"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]","[{""value"": ""взрослые"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}]",,,FALSE,FALSE,FALSE,FALSE,low,"[""mnn""]",catalog RX/OTC absent/unknown; Sem Age absent; catalog Age absent/unknown
4481,ТРАНЕКСАМОВАЯ КИСЛОТА ТАБЛ. П/ПЛЕН/ОБ. 250МГ №30 МЭЗ | МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП | МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД ФГУП,Транексамовая кислота,,none,unresolved_catalog,,,,new_enrichment,TRUE,ok,0,Транексамовая кислота,rx,универсальный,Транексамовая кислота,enrichment,FALSE,https://www.rlsnet.ru/drugs/traneksam-29530 | https://www.rlsnet.ru/drugs/traneksam-29530 | https://allmed.pro/ru/drugs/traneksamovaja_kislota | https://allmed.pro/ru/drugs/traneksam | https://www.vidal.ru/drugs/molecule-in/1070 | https://www.vidal.ru/drugs/tranexamicshy-acid | https://www.vidal.ru/drugs/tranexamic-acid-17 | https://drugs2.medelement.com/drug/%D1%82%D1%80%D0%B0%D0%BD%D0%B5%D0%BA%D1%81%D0%B0%D0%BC%D0%BE%D0%B2%D0%B0%D1%8F-%D0%BA%D0%B8%D1%81%D0%BB%D0%BE%D1%82%D0%B0-%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F/251425451602577397?instruction_lang=RU | https://medi.ru/instrukciya/traneksamovaya-kislota_23829/ | https://www.vidal.ru/drugs/tranexam-2 | https://medi.ru/instrukciya/traneksamovaya-kislota_23832/ | https://medum.ru/kislota-traneksamovaya,status=ok | Category=Drug | mnn=Транексамовая кислота | RX_OTC=RX | Age=Универсальный | Препарат Транексамовая кислота является лекарственным средством (МНН: Транексамовая кислота) согласно данным Государственного реестра лекарственных средств (pharmcontrol.ru). Он применяется для профилактики и лечения кровотечений вследствие фибринолиза у взрослых и детей в…,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461,correct,correct,correct,,,,rx,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, RX/OTC=rx, evidence present",identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present; weaker sources differ: sem_baseline=взрослые",rx,взрослые,,,,,rx,универсальный,"[{""value"": ""rx"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""rx"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]","[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",,,FALSE,FALSE,FALSE,FALSE,low,"[""source_match""]",previous enrichment RX/OTC absent; catalog RX/OTC absent/unknown; previous enrichment Age absent; catalog Age absent/unknown
24255,"БЕЛОДЕРМ КРЕМ Д/НАРУЖ. ПРИМ. 0,05% ТУБА 30Г | БЕЛУПО | БЕЛУПО",Бетаметазон,,none,unresolved_catalog,,,,new_enrichment,TRUE,ok,0,Бетаметазон,rx,универсальный,Бетаметазон,enrichment,FALSE,https://www.rlsnet.ru/drugs/beloderm-7174 | https://grls.rosminzdrav.ru/ | https://www.rlsnet.ru/drugs/beloderm-7174 | https://www.webapteka.ru/drugbase/name966.html | https://medvisor.ru/medicine/drug/beloderm_30785/ | https://health.mail.ru/drug/beloderm/ | https://www.vidal.ru/drugs/beloderm__3564 | https://www.rlsnet.ru/drugs/beloderm-7174 | https://www.asna.ru/product/beloderm/instruction/ | https://drugs.medelement.com/drug/%D0%B1%D0%B5%D0%BB%D0%BE%D0%B4%D0%B5%D1%80%D0%BC-%D0%BA%D1%80%D0%B5%D0%BC-%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F/585711471477650949?instruction_lang=RU | https://medi.ru/instrukciya/beloderm-krem_8549/ | https://apteka.ru/product/beloderm-005-150-maz-dnaruzh-prim-5e3266a165b5ab00016503dc/instructions/,"status=ok | Category=Drug | mnn=Бетаметазон | RX_OTC=RX | Age=Универсальный | Белодерм — лекарственный препарат, МНН бетаметазон (источник: pharmcontrol.ru, grls.pharm-portal.ru). Отпускается по рецепту (источник: grls.pharm-portal.ru). Применяется у взрослых и детей: по данным rlsnet.ru, режим дозирования для детей от 1 года до 18 лет соответствует…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461,correct,correct,correct,,,,rx,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, RX/OTC=rx, evidence present",identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present; weaker sources differ: sem_baseline=взрослые",rx,взрослые,,,,,rx,универсальный,"[{""value"": ""rx"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""rx"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]","[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",,,FALSE,FALSE,FALSE,FALSE,low,"[""source_match""]",previous enrichment RX/OTC absent; catalog RX/OTC absent/unknown; previous enrichment Age absent; catalog Age absent/unknown
3027,ФЛУОКСЕТИН КАПС. 10МГ №20 ОЗОН | ОЗОН ООО | ОЗОН ООО,Флуоксетин,,none,unresolved_catalog,,,,new_enrichment,TRUE,ok,0,Флуоксетин,rx,универсальный,Флуоксетин,enrichment,FALSE,https://www.rlsnet.ru/active-substance/fluoksetin-264 | https://www.rlsnet.ru/drugs/fluoksetin-16275 | https://aptekamos.ru/tovary/lekarstva/fluoksetin-999/profluzak-kapsuly-20mg-21518/instrukciya | https://aptekamos.ru/tovary/lekarstva/fluoksetin-999/fluoksetin-kapsuly-20mg-25971/instrukciya | https://www.vidal.ru/drugs/molecule/433 | https://grls.rosminzdrav.ru/grls.aspx | https://www.vidal.ru/drugs/fluoxetine__13699 | https://www.rlsnet.ru/drugs/fluoksetin-16275 | https://www.vidal.ru/drugs/fluoxetine__13699 | https://www.asna.ru/product/fluoksetin/instruction/ | https://www.rlsnet.ru/active-substance/fluoksetin-264 | https://aptekamos.ru/tovary/lekarstva/fluoksetin-999/fluoksetin-kapsuly-10mg-26666/instrukciya,"status=ok | Category=Drug | mnn=Флуоксетин | RX_OTC=RX | Age=Универсальный | Флуоксетин является лекарственным средством (антидепрессантом) с действующим веществом флуоксетин (МНН). Согласно данным из Государственного реестра лекарственных средств (ГРЛС), препарат отпускается по рецепту (источник: grls.pharm-portal.ru). Инструкция по применению…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461,correct,correct,incorrect,,,возрастной сегмент - взрослый,rx,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, RX/OTC=rx, evidence present",identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present; weaker sources differ: sem_baseline=взрослые",rx,взрослые,,,,,rx,универсальный,"[{""value"": ""rx"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""rx"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]","[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",,,FALSE,FALSE,FALSE,FALSE,low,"[""source_match""]",previous enrichment RX/OTC absent; catalog RX/OTC absent/unknown; previous enrichment Age absent; catalog Age absent/unknown
16623,КОФЕИН-БЕНЗОАТ НАТРИЯ ТАБЛ. 100МГ №10 ТАТХИМФАРМПРЕПАРАТЫ | ТАТХИМФАРМПРЕПАРАТЫ АО | ТАТХИМФАРМПРЕПАРАТЫ АО,Кофеин,,none,unresolved_catalog,,,,new_enrichment,TRUE,ok,0,Кофеин,rx,универсальный,Кофеин,enrichment,FALSE,https://aptekamos.ru/tovary/lekarstva/kofein-459/kofein-benzoat-natriya-rastvor-dlya-inekciyo-20-1ml-4682/instrukciya | https://aptekamos.ru/tovary/lekarstva/kofein-459/kofein-benzoat-natriya-tabletki-100mg-4685/instrukciya | http://drugs.thead.ru/Kofein-Benzoat_Natriya | https://www.vidal.ru/drugs/coffein-benzoate_sodium__5094 | https://aptekamos.ru/tovary/lekarstva/kofein-459/kofein-benzoat-natriya-rastvor-dlya-inekciyo-20-1ml-4682/instrukciya | https://allmed.pro/ru/drugs/kofein-benzoat-natrija | https://www.rlsnet.ru/drugs/kofein-benzoat-natriya-4430 | https://www.vidal.ru/drugs/coffein-benzoate_sodium__5094 | https://aptekamos.ru/tovary/lekarstva/kofein-459/kofein-benzoat-natriya-tabletki-100mg-4685/instrukciya | https://www.vidal.ru/drugs/coffein-benzoate_sodium__5094 | https://www.webapteka.ru/drugbase/name3346.html | https://www.rlsnet.ru/drugs/kofein-benzoat-natriya-4430,"status=ok | Category=Drug | mnn=Кофеин | RX_OTC=RX | Age=Универсальный | Кофеин-бензоат натрия является лекарственным средством (препаратом), действующим веществом которого является кофеин. Согласно инструкциям, он оказывает психостимулирующее и аналептическое действие, блокируя аденозиновые рецепторы (источник: vidal.ru, aptekamos.ru). Препарат…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461,correct,correct,incorrect,,,возрастной сегмент - взрослый,rx,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, RX/OTC=rx, evidence present",identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present; weaker sources differ: sem_baseline=взрослые",rx,взрослые,,,,,rx,универсальный,"[{""value"": ""rx"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""rx"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]","[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",,,FALSE,FALSE,FALSE,FALSE,low,"[""source_match""]",previous enrichment RX/OTC absent; catalog RX/OTC absent/unknown; previous enrichment Age absent; catalog Age absent/unknown
22468,"ВИДОРА МИКРО ТАБЛ. П/ПЛЕН/ОБ. 3МГ+0,02МГ №21+7 | ЛАБОРАТОРИОС ЛЕОН ФАРМА С.А. | ЛАБОРАТОРИОС ЛЕОН ФАРМА С.А.",Дроспиренон + Этинилэстрадиол,,none,unresolved_catalog,,,,new_enrichment,TRUE,ok,0,"Дроспиренон, Этинилэстрадиол",rx,взрослые,"Дроспиренон, Этинилэстрадиол",enrichment,FALSE,https://www.vidal.ru/drugs/vidora_micro__44246 | https://www.lsgeotar.ru/drugs/vidora-micro-AE-x | https://www.rlsnet.ru/drugs/vidora-mikro-66556 | https://www.vidal.ru/drugs/vidora_micro__44246 | https://www.rlsnet.ru/drugs/vidora-mikro-66556 | https://www.webapteka.ru/drugbase/name50522.html | https://medi.ru/instrukciya/vidora-micro_14737/ | https://www.pharmcontrol.ru/registry/drugs/14165/ | https://grls.pharm-portal.ru/grls/a1e01aed-0194-42e5-b6bb-7f8851ffbd9f | https://zdravmedinform.ru/grls/reg-lp-015153-rg-ru.html | https://grls.pharm-portal.ru/grls/041d8195-faca-4aaa-9b83-9109890de50d | https://zdravmedinform.ru/grls/reg-lp-002881.html,"status=ok | Category=Drug | mnn=Дроспиренон, Этинилэстрадиол | RX_OTC=RX | Age=Взрослый | Препарат Видора микро является лекарственным средством, зарегистрированным в ГРЛС (например, ЛП-002881 и ЛП-№ (015153)-(РГ-RU)). Согласно данным из ГРЛС, его МНН — дроспиренон + этинилэстрадиол (источник: https://grls.pharm-portal.ru/grls/a1e01aed-0194-42e5-b6bb-7f8851ffbd9f).…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461,correct,correct,correct,,,,rx,взрослые,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, RX/OTC=rx, evidence present",identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=взрослые, evidence present",rx,взрослые,,,,,rx,взрослые,"[{""value"": ""rx"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""rx"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]","[{""value"": ""взрослые"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",,,FALSE,FALSE,FALSE,FALSE,low,"[""source_match""]",previous enrichment RX/OTC absent; catalog RX/OTC absent/unknown; previous enrichment Age absent; catalog Age absent/unknown
11142,НУРОФАСТ ТАБЛ. П/ПЛЕН/ОБ. 200МГ №20 | АЛИУМ АО | АЛИУМ АО,Ибупрофен,,none,unresolved_catalog,,,,new_enrichment,TRUE,ok,0,Ибупрофен,otc,универсальный,Ибупрофен,enrichment,FALSE,https://www.vidal.ru/drugs/hurofast | https://www.rlsnet.ru/drugs/nurofast-79943 | https://aptekamos.ru/tovary/lekarstva/ibuprofen-333/nurofast-tabletki-200mg-95273/instrukciya | https://grls.rosminzdrav.ru/ | https://medi.ru/instrukciya/nurofast_21813/ | https://www.rlsnet.ru/drugs/nurofast-79943 | https://zdesapteka.ru/instructions/nurofast/ | https://www.vidal.ru/drugs/hurofast | https://www.vidal.ru/drugs/hurofast | https://www.rlsnet.ru/drugs/nurofast-79943 | https://yandex.ru/medicine/medicaments/nurofast | https://health.mail.ru/drug/nurofast-2/,"status=ok | Category=Drug | mnn=Ибупрофен | RX_OTC=OTC | Age=Универсальный | Нурофаст — лекарственный препарат, содержащий ибупрофен (МНН). Относится к НПВС, оказывает противовоспалительное, анальгезирующее и жаропонижающее действие (источник: Видаль, https://www.vidal.ru/drugs/hurofast). Применяется при головной, зубной боли, мигрени, болезненных…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461,correct,correct,correct,,,,otc,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, RX/OTC=otc, evidence present",identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present; weaker sources differ: sem_baseline=взрослые",otc,взрослые,,,,,otc,универсальный,"[{""value"": ""otc"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""otc"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]","[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",,,FALSE,FALSE,FALSE,FALSE,low,"[""source_match""]",previous enrichment RX/OTC absent; catalog RX/OTC absent/unknown; previous enrichment Age absent; catalog Age absent/unknown
