product_id,normalized_text,baseline_attr_mnn,input_explicit_mnn,catalog_candidate_mnn_before_gate,catalog_candidate_mnn_after_gate,enrichment_mnn,final_candidate_mnn,final_mnn_method,mnn_resolution_status,needs_human_review,accepted_source_count,rejected_source_count,ambiguous_source_count,accepted_source_titles,accepted_source_urls,accepted_source_mnn,accepted_source_match_scores,rejected_source_titles,rejected_source_urls,rejected_source_mnn,rejected_source_match_scores,rejection_reasons,enrichment_evidence_urls,label_mnn,label_source_match,label_rx_otc,label_notes
26113,АМБРОКСОЛ ТАБЛ. 30МГ №20 КАНОНФАРМА | КАНОНФАРМА ПРОДАКШН ЗАО | КАНОНФАРМА ПРОДАКШН ЗАО,Амброксол,Амброксол,,,Амброксол,Амброксол,input_plus_enrichment,resolved_enrichment,False,0,2,3,,,,,"Миртазапин Канон, 30 мг, табл. п.п.о, 30 шт. | /cards/lamotridzhin_kanon_100mg_n30_tab_kanonfarma.html",https://uteka.ru/product/mirtazapin-kanon-269326/ | https://www.asna.ru/cards/lamotridzhin_kanon_100mg_n30_tab_kanonfarma.html,Миртазапин | Ламотриджин, | ,strong_explicit_mnn_mismatch | strong_explicit_mnn_mismatch,,,,,
18473,ИТОПРИД ВЕЛФАРМ ТАБЛ. П/ПЛЕН/ОБ. 50МГ №40 | ВЕЛФАРМ ООО | ВЕЛФАРМ ООО,Итоприд,,,,Итоприд,Итоприд,enrichment,resolved_enrichment,False,1,2,2,"Каптоприл Велфарм, 50 мг, табл, 40 шт.",https://uteka.ru/product/kaptopril-velfarm-365080/,Каптоприл,0.85,tolperizon velfarm 50 mg 30 sht blister tabletki pokrytye plenochnoj obolochkoj | /cards/karbamazepin_200mg_n50_tab_velfarm_ooo.html,https://apteka.ru/product/tolperizon-velfarm-50-mg-30-sht-blister-tabletki-pokrytye-plenochnoj-obolochkoj-69933d6bd95c7edb9d30d62d/ | https://www.asna.ru/cards/karbamazepin_200mg_n50_tab_velfarm_ooo.html,Толперизон | Карбамазепин,-0.4 | -0.75,"brand_title_conflict:-0.60,dose_match:+0.20 | brand_title_conflict:-0.60,dose_conflict:-0.30,form_match:+0.15",,,,,
24957,АТОРВАСТАТИН МЕДИСОРБ ТАБЛ. П/ПЛЕН/ОБ. 40МГ №30 | МЕДИСОРБ АО | МЕДИСОРБ АО,Аторвастатин,Аторвастатин,,,Аторвастатин,Аторвастатин,input_plus_enrichment,resolved_enrichment,False,1,2,2,"Аторвастатин Медисорб, 40 мг, табл. п.п.о, 30 шт.",https://uteka.ru/product/atorvastatin-medisorb-345561/,Аторвастатин,0.85,/cards/valsartan_ms_40mg_n30_tab_pokrytye_plenochnoy_obolochkoy_medisorb.html | Метаглиптин Медисорб,https://www.asna.ru/cards/valsartan_ms_40mg_n30_tab_pokrytye_plenochnoy_obolochkoy_medisorb.html | https://www.vidal.ru/drugs/metagliptin-medisorb,Валсартан | Метформин, | ,strong_explicit_mnn_mismatch | strong_explicit_mnn_mismatch,,,,,
18377,ЙОД Р-Р Д/НАРУЖ. ПРИМ. СПИРТ. 5% ФЛ. 25МЛ ГИППОКРАТ | ГИППОКРАТ | ГИППОКРАТ,Йод,,,,Йод,Йод,enrichment,resolved_enrichment,False,1,2,2,Йода раствор спиртовой 5%,https://www.vidal.ru/drugs/iod_solution_spirtuosa_5___29212,Йод,0.85,"Йода раствор спиртовой 5%, 5%, р-р д/наружн. прим. спирт, 25 мл, 1 шт. | /cards/muravinyy_spirt_14_50ml_r-r_dnaruzhnogo_primeneniya_spirtovoy_do_25_grad_gippokrat_ooo.html",https://uteka.ru/product/joda-rastvor-spirtovoj-5-385337/ | https://www.asna.ru/cards/muravinyy_spirt_14_50ml_r-r_dnaruzhnogo_primeneniya_spirtovoy_do_25_grad_gippokrat_ooo.html,Йод + [Калия йодид + Этанол] | Муравьиная кислота,0.35 | -0.9,"brand_title_match:+0.50,dose_conflict:-0.30,form_match:+0.15 | brand_title_conflict:-0.60,dose_conflict:-0.30",,,,,
10005,ПАРАЦЕТАМОЛ РЕНЕВАЛ ТАБЛ. 500МГ №20 | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,Парацетамол,Парацетамол,,,Парацетамол,Парацетамол,input_plus_enrichment,resolved_enrichment,False,0,4,1,,,,,"Анальгин Реневал, 500 мг, табл, 20 шт. | aczetilsaliczilovaya kislota plyus reneval 500 mg25 mg 20 sht tabletki | /cards/paratsetamol_500mg_n20_tab_obnovlenie_reneval_pfk.html | Розувастатин Реневал",https://uteka.ru/product/analgin-reneval-4701/ | https://apteka.ru/product/aczetilsaliczilovaya-kislota-plyus-reneval-500-mg25-mg-20-sht-tabletki-6603c3386e481dcf5cbbfee0/ | https://www.asna.ru/cards/paratsetamol_500mg_n20_tab_obnovlenie_reneval_pfk.html | https://www.vidal.ru/drugs/rozuvastatin-reneval,"Метамизол натрия | Ацетилсалициловая кислота, Аскорбиновая кислота | Парацетамол | Розувастатин", |  | -0.25 | ,"strong_explicit_mnn_mismatch | strong_explicit_mnn_mismatch | brand_title_conflict:-0.60,dose_match:+0.20,form_match:+0.15 | strong_explicit_mnn_mismatch",,,,,
4602,ТОРАСЕМИД МЕДИСОРБ ТАБЛ. 5МГ №20 | Медисорб АО | Медисорб АО,Торасемид,Торасемид,,,Торасемид,Торасемид,input_plus_enrichment,resolved_enrichment,False,0,4,1,,,,,"Оланзапин Медисорб, 5 мг, табл. п.п.о, 28 шт. | lizinopril medisorb 5 mg 60 sht tabletki | /cards/tsitramon_p_n20_tab_medisorb.html | Метаглиптин Медисорб",https://uteka.ru/product/olanzapin-medisorb-376910/ | https://apteka.ru/product/lizinopril-medisorb-5-mg-60-sht-tabletki-67c0589b0b4e00c07633dab4/ | https://www.asna.ru/cards/tsitramon_p_n20_tab_medisorb.html | https://www.vidal.ru/drugs/metagliptin-medisorb,Оланзапин | Лизиноприл | Ацетилсалициловая кислота + Кофеин + Парацетамол | Метформин, |  |  | ,strong_explicit_mnn_mismatch | strong_explicit_mnn_mismatch | strong_explicit_mnn_mismatch | strong_explicit_mnn_mismatch,,,,,
10,"НАТРИЯ ХЛОРИД 0,9% 400мл N12 р-р д/инфузий Биосинтез | Биосинтез ПАО | Биосинтез ПАО | N12",Натрия хлорид,Натрия хлорид,,,Натрия хлорид,Натрия хлорид,input_plus_enrichment,resolved_enrichment,False,0,1,4,,,,,"Натрия хлорид, 0.9%, р-р д/инф, 400 мл, 1 шт.",https://uteka.ru/product/natriya-hlorid-25903/,Натрия хлорид,0.35,"brand_title_match:+0.50,dose_conflict:-0.30,form_match:+0.15",,,,,
9096,"ПРЕДНИЗОЛОН МАЗЬ Д/НАРУЖ. ПРИМ. 0,5% ТУБА 15Г БИОСИНТЕЗ | БИОСИНТЕЗ ПАО | БИОСИНТЕЗ ПАО",Преднизолон,Преднизолон,,,Преднизолон,Преднизолон,input_plus_enrichment,resolved_enrichment,False,0,4,1,,,,,"Преднизолон (мазь), 0.5%, мазь д/наружн. прим, 15 г, 1 шт. | tetracziklin 100 mg n20 tabl pplenobolochbiosintez | /cards/nistatin_100000ed_30g_maz_dnaruzhnogo_primeneniya_biosintez.html | Каптоприл-Биосинтез",https://uteka.ru/product/prednizolon-maz-8091/ | https://apteka.ru/product/tetracziklin-100-mg-n20-tabl-pplenobolochbiosintez-5e32784eca7bdc0001934a4d/ | https://www.asna.ru/cards/nistatin_100000ed_30g_maz_dnaruzhnogo_primeneniya_biosintez.html | https://www.vidal.ru/drugs/captopril-biosynthes__4963,Преднизолон | Тетрациклин | Нистатин | Каптоприл,0.35 |  |  | ,"brand_title_match:+0.50,dose_conflict:-0.30,form_match:+0.15 | strong_explicit_mnn_mismatch | strong_explicit_mnn_mismatch | strong_explicit_mnn_mismatch",,,,,
18925,ИБУПРОФЕН ВЕЛФАРМ ТАБЛ. П/ПЛЕН/ОБ. 400МГ №30 УРАЛБИОФАРМ | УРАЛБИОФАРМ ОАО | УРАЛБИОФАРМ ОАО,Ибупрофен,Ибупрофен,,,Ибупрофен,Ибупрофен,input_plus_enrichment,resolved_enrichment,False,0,4,1,,,,,"Ацикловир Велфарм, 400 мг, табл, 30 шт. | acziklovir velfarm 400 mg 20 sht tabletki | /cards/ademetionin_400mg_n20_tab_kishechnorastvorimye_pokrytye_plenochnoy_obolochkoy_velfarm_ooo.html | Викасол Велфарм",https://uteka.ru/product/aciklovir-velfarm-368260/ | https://apteka.ru/product/acziklovir-velfarm-400-mg-20-sht-tabletki-65a58d80521d45b874dee2c3/ | https://www.asna.ru/cards/ademetionin_400mg_n20_tab_kishechnorastvorimye_pokrytye_plenochnoy_obolochkoy_velfarm_ooo.html | https://www.vidal.ru/drugs/vikasol-velfarm,Ацикловир | Ацикловир | Адеметионин | Менадион, |  |  | ,strong_explicit_mnn_mismatch | strong_explicit_mnn_mismatch | strong_explicit_mnn_mismatch | strong_explicit_mnn_mismatch,,,,,
13616,"МЕЛИССЫ ЛЕКАРСТВЕННОЙ ТРАВА Ф/П 1,5Г №20 ЗДОРОВЬЕ | ЗДОРОВЬЕ ФИРМА ООО | ЗДОРОВЬЕ ФИРМА ООО",Мелиссы лекарственной трава,,,,Melissae officinalis herba,Melissae officinalis herba,enrichment,resolved_enrichment,False,1,2,2,"М Здоровье Крапивы листья, 1.5 г, 20 шт.",https://uteka.ru/product/m-zdorove-krapivi-listya-436042/,,0.7,fitochaj zdorovechernika 2 gr 20 sht filtr pakety | /cards/krapiva_listya_15g_n20_fp_zdorove.html,https://apteka.ru/product/fitochaj-zdorovechernika-2-gr-20-sht-filtr-pakety-5e32723665b5ab0001655da0/ | https://www.asna.ru/cards/krapiva_listya_15g_n20_fp_zdorove.html, | Крапивы двудомной листья,-0.6 | -0.6,"brand_title_conflict:-0.60,dose_card_unknown | brand_title_conflict:-0.60,dose_card_unknown",,,,,
21137,ГЛИБЕНКЛАМИД ТАБЛ. 5МГ №120 ОЗОН ФАРМ | ОЗОН ФАРМ ООО | ОЗОН ФАРМ ООО,Глибенкламид,,,,Глибенкламид,Глибенкламид,enrichment,resolved_enrichment,False,0,4,1,,,,,"Амброксол Альфактив, 30 мг, табл, 50 шт. | meloksikam 75 mg n20 tabl ozon farm | /cards/glitsin_100mg_n50_tab_podyazychnye_ozon_farm_ooo.html | Глибенкламида таблетки 0.005 г",https://uteka.ru/product/ambroksol-alfaktiv-432841/ | https://apteka.ru/product/meloksikam-75-mg-n20-tabl-ozon-farm-634e99cee65cbb5833914b5b/ | https://www.asna.ru/cards/glitsin_100mg_n50_tab_podyazychnye_ozon_farm_ooo.html | https://www.vidal.ru/drugs/glibenclamide_tablets_0_005__27480,Амброксол | Мелоксикам | Глицин | Глибенкламид,-0.75 | -0.9 | -0.75 | -0.75,"brand_title_conflict:-0.60,dose_conflict:-0.30,form_match:+0.15 | brand_title_conflict:-0.60,dose_conflict:-0.30 | brand_title_conflict:-0.60,dose_conflict:-0.30,form_match:+0.15 | brand_title_conflict:-0.60,dose_conflict:-0.30,form_match:+0.15",,,,,
7816,РОЗУВАСТАТИН ТАБЛ. П/ПЛЕН/ОБ. 20МГ №90 ОЗОН | ОЗОН ООО | ОЗОН ООО,Розувастатин,Розувастатин,,,Розувастатин,Розувастатин,input_plus_enrichment,resolved_enrichment,False,1,3,1,"Розувастатин, 20 мг, табл. п.п.о, 90 шт.",https://uteka.ru/product/rozuvastatin-383231/,Розувастатин,0.85,dobutamin 125 mgml 10ml n10 amp koncz dr ra dinf ozon | /cards/metotreksat_25mg_n50_tab_pokrytye_obolochkoy_ozon.html | Глицин Озон,https://apteka.ru/product/dobutamin-125-mgml-10ml-n10-amp-koncz-dr-ra-dinf-ozon-687f89aca877d1a738467921/ | https://www.asna.ru/cards/metotreksat_25mg_n50_tab_pokrytye_obolochkoy_ozon.html | https://www.vidal.ru/drugs/glycine_bio__10481,Добутамин | Метотрексат | Глицин, |  | ,strong_explicit_mnn_mismatch | strong_explicit_mnn_mismatch | strong_explicit_mnn_mismatch,,,,,
5287,"ТАДАЛАФИЛ-ТЕВА ТАБЛ. П/ПЛЕН/ОБ. 20МГ №8 | ТЕВА ФАРМА, С.Л.У. | ТЕВА ФАРМА, С.Л.У.",Тадалафил,,,,Тадалафил,Тадалафил,enrichment,resolved_enrichment,False,1,3,1,"Аторвастатин-Тева, 20 мг, табл. п.п.о, 30 шт.",https://uteka.ru/product/atorvastatin-teva-220640/,Аторвастатин,0.85,tadalafil teva 20 mg 2 sht tabletki pokrytye plenochnoj obolochkoj | /cards/finlepsin_retard_200mg_n50_tab_teva_operations_poland_sp_zoo.html | Теваграстим,https://apteka.ru/product/tadalafil-teva-20-mg-2-sht-tabletki-pokrytye-plenochnoj-obolochkoj-67c6f9a082049c27d4616a2c/ | https://www.asna.ru/cards/finlepsin_retard_200mg_n50_tab_teva_operations_poland_sp_zoo.html | https://www.vidal.ru/drugs/tevagrastim__37277,Тадалафил | Карбамазепин | Филграстим,-0.4 | -0.75 | -0.6,"brand_title_conflict:-0.60,dose_match:+0.20 | brand_title_conflict:-0.60,dose_conflict:-0.30,form_match:+0.15 | brand_title_conflict:-0.60,dose_card_unknown",,,,,
10097,ПАНТОКАЛЬЦИН ТАБЛ. 500МГ №50 | ВАЛЕНТА ФАРМ АО | ВАЛЕНТА ФАРМ АО,,,,,Гопантеновая кислота,Гопантеновая кислота,enrichment,resolved_enrichment,False,0,2,3,,,,,"Нормомед, 500 мг, табл, 50 шт. | /cards/pantokaltsin_500mg_n50_tab_valenta_farmatsevtika.html",https://uteka.ru/product/normomed-359464/ | https://www.asna.ru/cards/pantokaltsin_500mg_n50_tab_valenta_farmatsevtika.html,Инозин пранобекс | Гопантеновая кислота,-0.25 | -0.25,"brand_title_conflict:-0.60,dose_match:+0.20,form_match:+0.15 | brand_title_conflict:-0.60,dose_match:+0.20,form_match:+0.15",,,,,
15150,ЛИДОКАИН БУФУС Р-Р Д/ИН. 100МГ/МЛ АМП. 2МЛ №10 ОБНОВЛЕНИЕ | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,Лидокаин,Лидокаин,"Лидокаин, Толперизон",,,Лидокаин,input_explicit_mnn,resolved_input_explicit,False,1,1,3,"Лидокаин буфус, 100 мг/мл, р-р д/ин, 2 мл, 10 шт.",https://uteka.ru/product/lidokain-bufus-303207/,Лидокаин,0.85,tolperizonlidokain binergiya 100 mgml25 mgml 5 sht ampuly rastvor dlya vnutrimyshechnogo vvedeniya 1 ml,https://apteka.ru/product/tolperizonlidokain-binergiya-100-mgml25-mgml-5-sht-ampuly-rastvor-dlya-vnutrimyshechnogo-vvedeniya-1-ml-648fd771f61c3dd27b8817bb/,"Толперизон, Лидокаин",-0.75,"brand_title_conflict:-0.60,dose_conflict:-0.30,form_match:+0.15",,,,,
20614,"ДЕКСАМЕТАЗОН-КРКА ТАБЛ. 4МГ №20 | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО",Дексаметазон,Дексаметазон,Дексаметазон,,,Дексаметазон,input_explicit_mnn,resolved_input_explicit,False,1,2,2,"Дексаметазон-КРКА, 4 мг, табл, 10 шт.",https://uteka.ru/product/deksametazon-krka-379712/,Дексаметазон,0.85,deksametazon krka 4 mg 10 sht tabletki | /cards/deksametazon-krka_4mg_n20_tab_krka_dd_novo_mesto.html,https://apteka.ru/product/deksametazon-krka-4-mg-10-sht-tabletki-618a3e57f02299d258660549/ | https://www.asna.ru/cards/deksametazon-krka_4mg_n20_tab_krka_dd_novo_mesto.html,Дексаметазон | Дексаметазон,-0.4 | -0.25,"brand_title_conflict:-0.60,dose_match:+0.20 | brand_title_conflict:-0.60,dose_match:+0.20,form_match:+0.15",,,,,
10536,ОМЕПРАЗОЛ-ОBL КАПС. КИШ/РАСТ. 20МГ №28 | ОБОЛЕНСКОЕ ФП АО | ОБОЛЕНСКОЕ ФП АО,Омепразол,Омепразол,Омепразол,,,Омепразол,input_explicit_mnn,resolved_input_explicit,False,1,2,2,"Омепразол, 20 мг, капсулы кишечнорастворимые, 30 шт.",https://uteka.ru/product/omeprazol-379079/,Омепразол,0.85,omeprazol obl 20 mg 56 sht kapsuly kishechnorastvorimye | /cards/omeprazol-obl_20mg_n28_kaps_kishechnorastvorimye_niarmedik_farma_oooobolenskoe_fpo.html,https://apteka.ru/product/omeprazol-obl-20-mg-56-sht-kapsuly-kishechnorastvorimye-693abaa06c6101ee03061751/ | https://www.asna.ru/cards/omeprazol-obl_20mg_n28_kaps_kishechnorastvorimye_niarmedik_farma_oooobolenskoe_fpo.html,Омепразол | Омепразол,-0.4 | -0.4,"brand_title_conflict:-0.60,dose_match:+0.20 | brand_title_conflict:-0.60,dose_match:+0.20",,,,,
70,РОЗУВАСТАТИН-ТЕВА 20мг N90 таб. покрытые пленочной оболочкой Р-Фарм Новосёлки | Р-Фарм новосёлки ООО | Р-Фарм новосёлки ООО | N90,Розувастатин,Розувастатин,Розувастатин,,,Розувастатин,input_explicit_mnn,resolved_input_explicit,False,1,1,3,"Розувастатин, 20 мг, табл. п.п.о, 90 шт.",https://uteka.ru/product/rozuvastatin-383231/,Розувастатин,0.85,rozuvastatin verteks 20 mg 90 sht blister tabletki pokrytye plenochnoj obolochkoj,https://apteka.ru/product/rozuvastatin-verteks-20-mg-90-sht-blister-tabletki-pokrytye-plenochnoj-obolochkoj-5e3bd2c0bc272f00016ba27e/,Розувастатин,-0.4,"brand_title_conflict:-0.60,dose_match:+0.20",,,,,
15062,ЛИЗИНОПРИЛ-ТЕВА ТАБЛ. 10МГ №30 Р-ФАРМ | Р-ФАРМ НОВОСЕЛКИ ООО | Р-ФАРМ НОВОСЕЛКИ ООО,Лизиноприл,Лизиноприл,Лизиноприл,,,Лизиноприл,input_explicit_mnn,resolved_input_explicit,False,1,2,2,"Лизиноприл-Тева, 10 мг, табл, 30 шт.",https://uteka.ru/product/lizinopril-teva-244316/,Лизиноприл,0.85,lizinopril teva 10 mg 30 sht tabletki | /cards/lizinopril-teva_5mg_n30_tab_teva_pharmaceutical_works_private_co.html,https://apteka.ru/product/lizinopril-teva-10-mg-30-sht-tabletki-6261222c0f171069a775ee5c/ | https://www.asna.ru/cards/lizinopril-teva_5mg_n30_tab_teva_pharmaceutical_works_private_co.html,Лизиноприл | Лизиноприл,-0.4 | -0.75,"brand_title_conflict:-0.60,dose_match:+0.20 | brand_title_conflict:-0.60,dose_conflict:-0.30,form_match:+0.15",,,,,
26001,АМЛОДИПИН-ПРАНА ТАБЛ. 10МГ №60 | ПРАНАФАРМ ООО | ПРАНАФАРМ ООО,Амлодипин,Амлодипин,Амлодипин,,,Амлодипин,input_explicit_mnn,resolved_input_explicit,False,1,1,3,"Амлодипин-Прана, 10 мг, табл, 30 шт.",https://uteka.ru/product/amlodipin-prana-228875/,Амлодипин,0.85,/cards/amlodipin-prana_5mg_n30_tab_pranafarm.html,https://www.asna.ru/cards/amlodipin-prana_5mg_n30_tab_pranafarm.html,Амлодипин,-0.75,"brand_title_conflict:-0.60,dose_conflict:-0.30,form_match:+0.15",,,,,
21010,ГЛИЦИН ФОРТЕ ТАБЛ. ЗАЩЕЧН. И П/ЯЗЫЧН. 250МГ №20 ОЗОН | ОЗОН ООО | ОЗОН ООО,Глицин,Глицин,Глицин,,,Глицин,input_explicit_mnn,resolved_input_explicit,False,1,0,4,"Глицин форте, 250 мг, табл. защечн, 30 шт.",https://uteka.ru/product/glicin-forte-248536/,Глицин,0.85,,,,,,,,,,
4684,ТОЛПЕРИЗОН ТАБЛ. П/ПЛЕН/ОБ. 150МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО,Толперизон,Толперизон,Толперизон,,,Толперизон,input_explicit_mnn,resolved_input_explicit,False,1,1,3,"Толперизон, 150 мг, табл. п.п.о, 30 шт.",https://uteka.ru/product/tolperizon-339756/,Толперизон,0.85,tolperizon 150 mg 30 sht tabletki pokrytye plenochnoj obolochkoj,https://apteka.ru/product/tolperizon-150-mg-30-sht-tabletki-pokrytye-plenochnoj-obolochkoj-5e32754df5a9ae000140e559/,Толперизон,-0.4,"brand_title_conflict:-0.60,dose_match:+0.20",,,,,
24901,АТОРВАСТАТИН-ТЕВА ТАБЛ. П/ПЛЕН/ОБ. 10МГ №30 АЛКАЛОИД | АЛКАЛОИД АД Скопье | АЛКАЛОИД АД Скопье,Аторвастатин,Аторвастатин,Аторвастатин,,,Аторвастатин,input_explicit_mnn,resolved_input_explicit,False,1,1,3,"Аторвастатин-Тева, 10 мг, табл. п.п.о, 30 шт.",https://uteka.ru/product/atorvastatin-teva-220639/,Аторвастатин,0.85,/cards/atorvastatin-teva_40mg_n30_tab_pokrytye_plenochnoy_obolochkoy_alkaloid_ad_skope.html,https://www.asna.ru/cards/atorvastatin-teva_40mg_n30_tab_pokrytye_plenochnoy_obolochkoy_alkaloid_ad_skope.html,Аторвастатин,-0.75,"brand_title_conflict:-0.60,dose_conflict:-0.30,form_match:+0.15",,,,,
7803,РОЗУВАСТАТИН-ТАД ТАБЛ. П/ПЛЕН/ОБ. 20МГ №30 | Крка-Рус ООО | Крка-Рус ООО,Розувастатин,Розувастатин,Розувастатин,,,Розувастатин,input_explicit_mnn,resolved_input_explicit,False,1,2,2,"Розувастатин-Тад, 20 мг, табл. п.п.о, 30 шт.",https://uteka.ru/product/rozuvastatin-tad-386319/,Розувастатин,0.85,rozuvastatin verteks 20 mg 90 sht blister tabletki pokrytye plenochnoj obolochkoj | /cards/rozuvastatin-tad_20mg_n30_tab_pokrytye_plenochnoy_obolochkoy_krka-rus_ooo.html,https://apteka.ru/product/rozuvastatin-verteks-20-mg-90-sht-blister-tabletki-pokrytye-plenochnoj-obolochkoj-5e3bd2c0bc272f00016ba27e/ | https://www.asna.ru/cards/rozuvastatin-tad_20mg_n30_tab_pokrytye_plenochnoy_obolochkoy_krka-rus_ooo.html,Розувастатин | Розувастатин,-0.4 | -0.25,"brand_title_conflict:-0.60,dose_match:+0.20 | brand_title_conflict:-0.60,dose_match:+0.20,form_match:+0.15",,,,,
777,ЭНАЛАПРИЛ АЛЬФАКТИВ ТАБЛ. 20МГ №20 | ОЗОН ФАРМ ООО | ОЗОН ФАРМ ООО,Эналаприл,Эналаприл,Эналаприл,,,Эналаприл,input_explicit_mnn,resolved_input_explicit,False,0,2,3,,,,,"Эналаприл Альфактив, 10 мг, табл, 20 шт. | enalapril alfaktiv 10 mg 20 sht tabletki",https://uteka.ru/product/enalapril-alfaktiv-426977/ | https://apteka.ru/product/enalapril-alfaktiv-10-mg-20-sht-tabletki-6818aceb8218b87792118b10/,Эналаприл | Эналаприл,0.35 | -0.9,"brand_title_match:+0.50,dose_conflict:-0.30,form_match:+0.15 | brand_title_conflict:-0.60,dose_conflict:-0.30",,,,,
26038,АМЛОДИПИН-АЛСИ ТАБЛ. 10МГ №90 | АЛСИ ФАРМА АО | АЛСИ ФАРМА АО,Амлодипин,Амлодипин,Амлодипин,,,Амлодипин,input_explicit_mnn,resolved_input_explicit,False,1,1,3,"Амлодипин-Алси, 10 мг, табл, 30 шт.",https://uteka.ru/product/amlodipin-alsi-172767/,Амлодипин,0.85,/cards/amlodipin-alsi_10mg_n30_tab_alsi_farma_novyy_dizayn.html,https://www.asna.ru/cards/amlodipin-alsi_10mg_n30_tab_alsi_farma_novyy_dizayn.html,Амлодипин,-0.25,"brand_title_conflict:-0.60,dose_match:+0.20,form_match:+0.15",,,,,
3759,ФАСПИК ГРАН. Д/Р-РА Д/ПРИЕМА ВНУТРЬ АБРИКОС 400МГ ПАК. 3Г №12 | ЗАМБОН СВИТЦЕЛАНД ЛТД. | ЗАМБОН СВИТЦЕЛАНД ЛТД.,,,Ибупрофен,,,,unresolved,unresolved_catalog,True,1,0,4,"Фаспик, 400 мг, гран. д/р-ра для пр. внутрь, абрикос, 3 г, 12 шт.",https://uteka.ru/product/faspik-187804/,Ибупрофен,0.7,,,,,,,,,,
8788,ПРОПИЦИЛ ТАБЛ. 50МГ №20 | ХАУПТ ФАРМА МЮНСТЕР ГМБХ | ХАУПТ ФАРМА МЮНСТЕР ГМБХ,Пропилтиоурацил,,Пропилтиоурацил,,,,unresolved,unresolved_catalog,True,1,0,4,"Пропицил, 50 мг, табл, 20 шт.",https://uteka.ru/product/propicil-92661/,Пропилтиоурацил,0.85,,,,,,,,,,
249,ОСТЕОМЕД таб. N60 Парафарм | Парафарм ООО | Парафарм ООО | N60,,,,,,,unresolved,unresolved_catalog,True,2,0,3,"Остеомед форте, табл, 60 шт. | /cards/osteomed_forte_tab_n60_parafarm.html",https://uteka.ru/product/osteomed-forte-259057/ | https://www.asna.ru/cards/osteomed_forte_tab_n60_parafarm.html, | ,0.65 | 0.65,,,,,,,,,,
2023,ЦЕЛЕКОКСИБ-ТЕВА КАПС. 200МГ №30 | УОТСОН ФАРМА ПРАЙВЭТ ЛИМИТЕД | УОТСОН ФАРМА ПРАЙВЭТ ЛИМИТЕД,Целекоксиб,,Целекоксиб,,,,unresolved,unresolved_catalog,True,1,0,4,"Целекоксиб-Тева, 200 мг, капсулы, 10 шт.",https://uteka.ru/product/celekoksib-teva-406047/,Целекоксиб,0.85,,,,,,,,,,
4133,УЛЬЦЕРНИЛ ТАБЛ. КИШ/РАСТ. П/ПЛЕН/ОБ. 20МГ №28 | САН ФАРМАСЬЮТИКАЛ ИНДАСТРИЗ ЛТД | САН ФАРМАСЬЮТИКАЛ ИНДАСТРИЗ ЛТД,,,Рабепразол,,,,unresolved,unresolved_catalog,True,1,0,4,"Ульцернил, 20 мг, 28 шт.",https://uteka.ru/product/ulcernil-362901/,Рабепразол,0.7,,,,,,,,,,
11272,НООТРОП КАПС. №48 | ВИС ООО | ВИС ООО,,,,,,,unresolved,unresolved_catalog,True,1,0,4,"Ноотроп, 0.4 г, капсулы, 48 шт.",https://uteka.ru/product/nootrop-203923/,,0.65,,,,,,,,,,
5634,СТРЕПТОЦИД ПОР. Д/НАРУЖ. ПРИМ. 2Г ПАК. №50 ОЗОН | ОЗОН ООО | ОЗОН ООО,Сульфаниламид,,Сульфаниламид,,,,unresolved,unresolved_catalog,True,1,0,4,"Стрептоцид, пор. д/наружн. прим, 2 г, 1 шт.",https://uteka.ru/product/streptocid-92776/,Сульфаниламид,0.85,,,,,,,,,,
18179,КАЛЬЦИЯ ГЛЮКОНАТ ЭКО ТАБЛ. ПО 500МГ №10 | ЭКОТЕКС ООО | ЭКОТЕКС ООО,Кальция глюконат,,,,,,unresolved,unresolved_catalog,True,0,0,5,,,,,,,,,,,,,,
8374,РЕДЕЦИЛ МАЗЬ Д/НАРУЖ. ПРИМ. ТУБА 35Г | РЕТИНОИДЫ АО | РЕТИНОИДЫ АО,,,"Диоксометилтетрагидропиримидин, Ретинол",,,,unresolved,unresolved_catalog,True,1,0,4,"Редецил, мазь д/наружн. прим, 35 г, 1 шт.",https://uteka.ru/product/redecil-155102/,Диоксометилтетрагидропиримидин + Ретинол,0.85,,,,,,,,,,
20628,ДЕКСА-ГЕНТАМИЦИН КАПЛИ ГЛАЗН. ФЛ-КАП. 5МЛ | УРСАФАРМ АРЦНАЙМИТТЕЛЬ ГМБХ | УРСАФАРМ АРЦНАЙМИТТЕЛЬ ГМБХ,Дексаметазон + Гентамицин,,"Дексаметазон, Гентамицин",,,,unresolved,unresolved_catalog,True,1,0,4,"Декса-Гентамицин, капли глазные, 5 мл, 1 шт.",https://uteka.ru/product/deksa-gentamicin-99238/,Гентамицин + Дексаметазон,0.85,,,,,,,,,,
